SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1221179,137908,-29,47187.27,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,45315.0,47187.27,47187.27,0.0,0,0.0,0.0,70.0,Active,0,0
1221179,137908,-30,52065.0,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,50170.725,52065.0,52065.0,0.0,0,0.0,0.0,69.0,Active,0,0
1221179,137908,-31,54670.725,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,52708.005,54670.725,54670.725,0.0,0,0.0,0.0,68.0,Active,0,0
1221179,137908,-32,57208.005,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,55265.31,57208.005,57208.005,0.0,0,0.0,0.0,67.0,Active,0,0
1221179,137908,-33,59765.31,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,57727.395,59765.31,59765.31,0.0,0,0.0,0.0,66.0,Active,0,0
1221179,137908,-34,62227.395,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,60147.765,62227.395,62227.395,0.0,0,0.0,0.0,65.0,Active,0,0
1221179,137908,-35,64647.765,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,62571.825,64647.765,64647.765,0.0,0,0.0,0.0,64.0,Active,0,0
1221179,137908,-36,67071.825,67500,4500.0,4500.0,0.0,0.0,3375.0,5400.0,5400.0,63816.93,67071.825,67071.825,1.0,1,0.0,0.0,63.0,Active,0,0
1221179,137908,-37,64716.93,67500,9000.0,9000.0,0.0,0.0,3375.0,5400.0,5400.0,61565.76,64716.93,64716.93,1.0,1,0.0,0.0,62.0,Active,0,0
1221179,137908,-38,57965.76,67500,9000.0,9000.0,0.0,0.0,3375.0,5400.0,5400.0,53755.02,57965.76,57965.76,2.0,2,0.0,0.0,61.0,Active,0,0
1221179,137908,-39,50155.02,67500,4500.0,4500.0,0.0,0.0,3375.0,4950.0,4950.0,47163.465,50155.02,50155.02,1.0,1,0.0,0.0,60.0,Active,0,0
1221179,137908,-40,47613.465,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,45797.13,47613.465,47613.465,0.0,0,0.0,0.0,59.0,Active,0,0
1221179,137908,-41,50297.13,67500,9000.0,9000.0,0.0,0.0,3375.0,4950.0,4950.0,47302.56,50297.13,50297.13,1.0,1,0.0,0.0,58.0,Active,0,0
1221179,137908,-42,43252.56,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,41489.82,43252.56,43252.56,0.0,0,0.0,0.0,57.0,Active,0,0
1221179,137908,-43,45989.82,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,44164.845,45989.82,45989.82,0.0,0,0.0,0.0,56.0,Active,0,0
1221179,137908,-44,48664.845,67500,0.0,0.0,0.0,0.0,3375.0,5400.0,5400.0,46862.145,48664.845,48664.845,0.0,0,0.0,0.0,55.0,Active,0,0
1221179,137908,-45,52262.145,67500,0.0,0.0,0.0,0.0,3375.0,5400.0,5400.0,50327.19,52262.145,52262.145,0.0,0,0.0,0.0,54.0,Active,0,0
1221179,137908,-46,55727.19,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,53753.805,55727.19,55727.19,0.0,0,0.0,0.0,53.0,Active,0,0
1221179,137908,-47,58253.805,67500,0.0,0.0,0.0,0.0,3375.0,5850.0,5850.0,56246.58,58253.805,58253.805,0.0,0,0.0,0.0,52.0,Active,0,0
1221179,137908,-48,62096.58,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,60000.795,62096.58,62096.58,0.0,0,0.0,0.0,51.0,Active,0,0
1221179,137908,-49,66750.795,67500,9000.0,9000.0,0.0,0.0,3375.0,4500.0,4500.0,63654.885,66750.795,66750.795,1.0,1,0.0,0.0,50.0,Active,0,0
1221179,137908,-50,59154.885,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,57119.13,59154.885,59154.885,0.0,0,0.0,0.0,49.0,Active,0,0
1221179,137908,-51,61619.13,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,59541.525,61619.13,61619.13,0.0,0,0.0,0.0,48.0,Active,0,0
1221179,137908,-52,64041.525,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,61978.635,64041.525,64041.525,0.0,0,0.0,0.0,47.0,Active,0,0
1221179,137908,-53,66478.635,67500,4500.0,4500.0,0.0,0.0,3375.0,4500.0,4500.0,63231.885,66478.635,66478.635,1.0,1,0.0,0.0,46.0,Active,0,0
1221179,137908,-54,63231.885,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,61163.145,63231.885,63231.885,0.0,0,0.0,0.0,45.0,Active,0,0
1221179,137908,-55,65663.145,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,63554.58,65663.145,65663.145,0.0,0,0.0,0.0,44.0,Active,0,0
1221179,137908,-56,68054.58,67500,9000.0,9000.0,0.0,0.0,3375.0,4500.0,4500.0,63792.585,68054.58,68054.58,2.0,2,0.0,0.0,43.0,Active,0,0
1221179,137908,-57,59292.585,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,57263.175,59292.585,59292.585,0.0,0,0.0,0.0,42.0,Active,0,0
1221179,137908,-58,61763.175,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,59004.18,61763.175,61763.175,0.0,0,0.0,0.0,41.0,Active,0,0
1221179,137908,-59,64231.02,67500,49500.0,49500.0,0.0,0.0,3375.0,4500.0,4500.0,59004.18,64231.02,64231.02,2.0,2,0.0,0.0,40.0,Active,0,0
1221179,137908,-60,14004.18,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,12694.77,14004.18,14004.18,0.0,0,0.0,0.0,39.0,Active,0,0
1221179,137908,-61,17194.77,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,15840.09,17194.77,17194.77,0.0,0,0.0,0.0,38.0,Active,0,0
1221179,137908,-62,20340.09,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,18926.325,20340.09,20340.09,0.0,0,0.0,0.0,37.0,Active,0,0
1221179,137908,-63,23426.325,67500,0.0,0.0,0.0,0.0,3375.0,9000.0,9000.0,21952.98,23426.325,23426.325,0.0,0,0.0,0.0,36.0,Active,0,0
1221179,137908,-64,30952.98,67500,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,27994.185,30952.98,30952.98,0.0,0,0.0,0.0,35.0,Active,1,1
1221179,137908,-65,29503.305,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,27994.185,29503.305,29503.305,0.0,0,0.0,0.0,34.0,Active,0,0
1221179,137908,-66,32494.185,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,30966.3,32494.185,32494.185,0.0,0,0.0,0.0,33.0,Active,0,0
1221179,137908,-67,35466.3,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,33878.205,35466.3,35466.3,0.0,0,0.0,0.0,32.0,Active,0,0
1221179,137908,-68,38378.205,67500,0.0,0.0,0.0,0.0,3375.0,5400.0,5400.0,36798.75,38378.205,38378.205,0.0,0,0.0,0.0,31.0,Active,0,0
1221179,137908,-69,42198.75,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,40473.495,42198.75,42198.75,0.0,0,0.0,0.0,30.0,Active,0,0
1221179,137908,-70,47223.495,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,45454.365,47223.495,47223.495,0.0,0,0.0,0.0,29.0,Active,0,0
1221179,137908,-71,49954.365,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,48144.285,49954.365,49954.365,0.0,0,0.0,0.0,28.0,Active,0,0
1221179,137908,-72,54894.285,67500,0.0,0.0,0.0,0.0,3375.0,5400.0,5400.0,52991.145,54894.285,54894.285,0.0,0,0.0,0.0,27.0,Active,0,0
1221179,137908,-73,58391.145,67500,0.0,0.0,0.0,0.0,3375.0,5400.0,5400.0,56462.94,58391.145,58391.145,0.0,0,0.0,0.0,26.0,Active,0,0
1221179,137908,-74,61862.94,67500,5850.0,5850.0,0.0,0.0,3375.0,9000.0,9000.0,59265.855,61862.94,61862.94,1.0,1,0.0,0.0,25.0,Active,0,0
1221179,137908,-75,62415.855,67500,13500.0,13500.0,0.0,0.0,3375.0,6750.0,6750.0,59950.665,62415.855,62415.855,1.0,1,0.0,0.0,24.0,Active,0,0
1221179,137908,-76,53200.665,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,51341.625,53200.665,53200.665,0.0,0,0.0,0.0,23.0,Active,0,0
1221179,137908,-77,58091.625,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,56104.29,58091.625,58091.625,0.0,0,0.0,0.0,22.0,Active,0,0
1221179,137908,-78,62854.29,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,60883.11,62854.29,62854.29,0.0,0,0.0,0.0,21.0,Active,0,0
1221179,137908,-79,65383.11,67500,3600.0,3600.0,0.0,0.0,3375.0,5400.0,5400.0,62074.125,65383.11,65383.11,2.0,2,0.0,0.0,20.0,Active,0,0
1221179,137908,-80,63874.125,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,61905.735,63874.125,63874.125,0.0,0,0.0,0.0,19.0,Active,0,0
1221179,137908,-81,66405.735,67500,0.0,0.0,0.0,0.0,3375.0,6300.0,6300.0,64331.46,66405.735,66405.735,0.0,0,0.0,0.0,18.0,Active,0,0
1221179,137908,-82,70631.46,67500,13500.0,13500.0,0.0,0.0,3375.0,6750.0,6750.0,67332.195,70631.46,70631.46,2.0,2,0.0,0.0,17.0,Active,0,0
1221179,137908,-83,60582.195,67500,14400.0,14400.0,0.0,0.0,3375.0,6750.0,6750.0,56781.225,60582.195,60582.195,3.0,3,0.0,0.0,16.0,Active,0,0
1221179,137908,-84,49131.225,67500,0.0,0.0,0.0,0.0,3375.0,11250.0,11250.0,47292.3,49131.225,49131.225,0.0,0,0.0,0.0,15.0,Active,0,0
1221179,137908,-85,58542.3,67500,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,54096.21,58542.3,58542.3,0.0,0,0.0,0.0,14.0,Active,1,1
1221179,137908,-86,56685.015,67500,900.0,900.0,0.0,0.0,3375.0,9000.0,9000.0,54096.21,56685.015,56685.015,1.0,1,0.0,0.0,13.0,Active,0,0
1221179,137908,-87,62196.21,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,60178.32,62196.21,62196.21,0.0,0,0.0,0.0,12.0,Active,0,0
1221179,137908,-88,66928.32,67500,9225.0,9225.0,0.0,0.0,3375.0,6750.0,6750.0,63644.22,66928.32,66928.32,2.0,2,0.0,0.0,11.0,Active,0,0
1221179,137908,-89,61169.22,67500,22500.0,22500.0,0.0,0.0,3375.0,6750.0,6750.0,59491.8,61169.22,61169.22,1.0,1,0.0,0.0,10.0,Active,0,0
1221179,137908,-90,43741.8,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,42029.235,43741.8,43741.8,0.0,0,0.0,0.0,9.0,Active,0,0
1221179,137908,-91,48779.235,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,46970.55,48779.235,48779.235,0.0,0,0.0,0.0,8.0,Active,0,0
1221179,137908,-92,53720.55,67500,0.0,0.0,0.0,0.0,3375.0,9000.0,9000.0,51868.125,53720.55,53720.55,0.0,0,0.0,0.0,7.0,Active,0,0
1221179,137908,-93,60868.125,67500,22500.0,22500.0,0.0,0.0,3375.0,6300.0,6300.0,59197.005,60868.125,60868.125,1.0,1,0.0,0.0,6.0,Active,0,0
1221179,137908,-94,42997.005,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,41266.8,42997.005,42997.005,0.0,0,0.0,0.0,5.0,Active,0,0
1221179,137908,-95,48016.8,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,46242.135,48016.8,48016.8,0.0,0,0.0,0.0,4.0,Active,0,0
1221179,137908,-96,52992.135,67500,0.0,0.0,0.0,0.0,3375.0,13500.0,13500.0,51048.045,52992.135,52992.135,0.0,0,0.0,0.0,3.0,Active,0,0
