SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
433206,0,Cash loans,F,Y,Y,0,135000.0,528633.0,22527.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011703,-16974,-2149,-8913.0,-522,16.0,1,1,0,1,1,0,Laborers,2.0,2,2,SUNDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.7432407947461559,0.5602843280409464,0.1546,0.1184,0.9861,0.8096,0.0293,0.0,0.2069,0.1667,0.0417,0.2382,0.1252,0.14,0.0039,0.003,0.1576,0.1229,0.9861,0.8171,0.0296,0.0,0.2069,0.1667,0.0417,0.2436,0.1368,0.1459,0.0039,0.0032,0.1561,0.1184,0.9861,0.8121,0.0295,0.0,0.2069,0.1667,0.0417,0.2423,0.1274,0.1425,0.0039,0.0031,reg oper spec account,block of flats,0.1268,Panel,No,0.0,0.0,0.0,0.0,-1630.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
271723,0,Cash loans,M,N,Y,0,270000.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010006,-8306,-1038,-2863.0,-983,,1,1,0,1,0,0,High skill tech staff,1.0,2,1,FRIDAY,12,0,0,0,0,0,0,Industry: type 9,0.2282943575889453,0.5903664432633874,0.3791004853998145,0.1,0.055999999999999994,0.9846,0.7892,0.0554,0.08,0.0345,0.2917,0.3333,0.0453,0.0807,0.0596,0.0039,0.0043,0.1019,0.0581,0.9846,0.7975,0.0559,0.0806,0.0345,0.2917,0.3333,0.0463,0.0882,0.062,0.0039,0.0045,0.10099999999999999,0.055999999999999994,0.9846,0.792,0.0557,0.08,0.0345,0.2917,0.3333,0.0461,0.0821,0.0606,0.0039,0.0044,reg oper account,block of flats,0.0787,Panel,No,0.0,0.0,0.0,0.0,-969.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
285454,0,Cash loans,M,N,N,1,81000.0,508495.5,18841.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-18459,-3942,-665.0,-2016,,1,1,0,1,0,0,Security staff,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Kindergarten,,0.6706919384900152,0.6446794549585961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
165395,0,Cash loans,F,Y,N,0,112500.0,148500.0,10687.5,148500.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.028663,-18273,-6767,-10387.0,-1792,7.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Industry: type 9,0.4409074877654813,0.6572567100745418,0.4507472818545589,0.0794,0.0967,0.9786,0.7076,0.0411,0.0,0.1724,0.1667,0.2083,0.0,0.0639,0.0691,0.0039,0.0304,0.063,0.0645,0.9777,0.706,0.0269,0.0,0.1379,0.1667,0.2083,0.0,0.0551,0.0547,0.0,0.0,0.0802,0.0967,0.9786,0.7115,0.0414,0.0,0.1724,0.1667,0.2083,0.0,0.065,0.0703,0.0039,0.031,reg oper account,block of flats,0.0559,"Stone, brick",No,0.0,0.0,0.0,0.0,-1661.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0
295928,0,Cash loans,F,N,N,2,112500.0,550980.0,36949.5,450000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.00496,-15766,-1086,-4108.0,-2583,,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,13,0,0,0,0,1,1,Self-employed,0.294588910929454,0.5587121156931707,0.4471785780453068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-713.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
405004,0,Cash loans,M,Y,Y,0,135000.0,403249.5,15331.5,283500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.010032,-13142,-349,-1776.0,-4619,21.0,1,1,0,1,0,0,Drivers,1.0,2,2,TUESDAY,8,0,0,0,0,0,0,Self-employed,0.4897349594326948,0.3933389295090013,,0.0897,0.1654,0.9707,0.5988,0.042,0.0,0.1724,0.1667,0.0417,0.1203,,0.1033,,0.1268,0.0914,0.1717,0.9707,0.6145,0.0423,0.0,0.1724,0.1667,0.0417,0.1231,,0.1077,,0.1343,0.0906,0.1654,0.9707,0.6042,0.0422,0.0,0.1724,0.1667,0.0417,0.1224,,0.1052,,0.1295,reg oper account,block of flats,0.1318,"Stone, brick",No,0.0,0.0,0.0,0.0,-1670.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
311052,0,Cash loans,M,Y,Y,0,315000.0,1354500.0,35860.5,1354500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-23408,365243,-7817.0,-4124,13.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,,0.7041193214799232,0.8083935912119442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
379892,0,Cash loans,F,N,N,0,67500.0,175500.0,11556.0,175500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.015221,-15592,-7827,-7039.0,-3930,,1,1,0,1,1,1,High skill tech staff,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Advertising,0.8366618260885401,0.5845050334197007,0.1446481462546413,0.1773,0.105,0.9821,0.7552,0.0907,0.2,0.1724,0.3333,0.375,0.1084,0.1412,0.1647,0.0154,0.0922,0.1807,0.1089,0.9821,0.7648,0.0916,0.2014,0.1724,0.3333,0.375,0.1109,0.1543,0.1716,0.0156,0.0977,0.179,0.105,0.9821,0.7585,0.0913,0.2,0.1724,0.3333,0.375,0.1103,0.1437,0.1677,0.0155,0.0942,reg oper account,block of flats,0.1992,"Stone, brick",No,0.0,0.0,0.0,0.0,-1090.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
236015,0,Cash loans,M,Y,Y,0,382500.0,612612.0,29601.0,495000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.019689,-10059,-2493,-1171.0,-2738,2.0,1,1,0,1,0,0,,1.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.14563973347140266,0.5849510659656155,0.1595195404777181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
371771,0,Cash loans,F,N,Y,1,180000.0,728460.0,40675.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-12177,-4114,-5547.0,-4813,,1,1,1,1,1,0,Sales staff,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.1498275956050977,0.5693371419491823,0.4543210601605785,0.1227,0.1152,0.9781,,,0.0,0.2759,0.1667,,0.1092,,0.1139,,0.0,0.125,0.1196,0.9782,,,0.0,0.2759,0.1667,,0.1117,,0.1187,,0.0,0.1239,0.1152,0.9781,,,0.0,0.2759,0.1667,,0.1112,,0.1159,,0.0,,block of flats,0.0985,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,3.0
341524,0,Cash loans,F,Y,Y,0,202500.0,1546020.0,42642.0,1350000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.014464,-23532,365243,-12822.0,-4322,64.0,1,0,0,1,0,0,,1.0,2,2,SATURDAY,3,0,0,0,0,0,0,XNA,,0.7088668386123308,,0.0825,0.0605,0.9826,0.762,0.0,0.0,0.1379,0.1667,0.2083,0.0566,0.0672,0.0776,0.0,0.0097,0.084,0.0628,0.9826,0.7713,0.0,0.0,0.1379,0.1667,0.2083,0.0579,0.0735,0.0808,0.0,0.0102,0.0833,0.0605,0.9826,0.7652,0.0,0.0,0.1379,0.1667,0.2083,0.0576,0.0684,0.079,0.0,0.0099,reg oper account,block of flats,0.0614,Block,No,0.0,0.0,0.0,0.0,-1589.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
127414,0,Cash loans,F,N,Y,1,112500.0,135000.0,16020.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006008,-10883,-1141,-93.0,-2806,,1,1,1,1,0,0,,3.0,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.5950909855627909,0.511891801533151,0.1485,0.0887,0.9791,0.7144,0.0263,0.16,0.1379,0.3333,0.375,0.0391,0.121,0.1575,0.0,0.0,0.1513,0.092,0.9791,0.7256,0.0265,0.1611,0.1379,0.3333,0.375,0.04,0.1322,0.1641,0.0,0.0,0.1499,0.0887,0.9791,0.7182,0.0264,0.16,0.1379,0.3333,0.375,0.0398,0.1231,0.1603,0.0,0.0,reg oper account,block of flats,0.1382,Panel,No,5.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
147617,1,Cash loans,F,N,Y,0,166500.0,590337.0,25141.5,477000.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.02461,-20978,-2988,-10368.0,-4389,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 1,,0.761760731593658,0.3910549766342248,0.1227,0.1112,0.9801,0.728,0.0512,0.0,0.2759,0.1667,0.2083,0.1871,0.1,0.1142,0.0,0.0,0.125,0.1154,0.9801,0.7387,0.0517,0.0,0.2759,0.1667,0.2083,0.1914,0.1093,0.11900000000000001,0.0,0.0,0.1239,0.1112,0.9801,0.7316,0.0515,0.0,0.2759,0.1667,0.2083,0.1903,0.1018,0.1163,0.0,0.0,reg oper account,block of flats,0.1178,Panel,No,0.0,0.0,0.0,0.0,-1611.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
353928,0,Cash loans,M,N,N,0,166500.0,247275.0,22810.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008019,-10348,-157,-1057.0,-1092,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6360054497404591,0.4241303111942548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1383.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
273657,0,Cash loans,F,N,Y,0,126000.0,148500.0,11862.0,148500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20358,365243,-8264.0,-3601,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,0.844620436250826,0.12666551176228158,0.7136313997323308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
