SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
427598,0,Cash loans,F,Y,N,0,90000.0,254700.0,14350.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.007120000000000001,-24455,365243,-378.0,-4101,19.0,1,0,0,1,0,0,,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,XNA,,0.17206717712327446,,,,0.9801,,,0.0,0.0345,0.1667,,0.064,,,,0.0105,,,0.9801,,,0.0,0.0345,0.1667,,0.0654,,,,0.0111,,,0.9801,,,0.0,0.0345,0.1667,,0.0651,,,,0.0107,,block of flats,0.0641,"Stone, brick",No,0.0,0.0,0.0,0.0,-2595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
450122,0,Cash loans,F,Y,N,0,90000.0,254700.0,14350.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.007120000000000001,-24455,365243,-378.0,-4101,19.0,1,0,0,1,0,0,,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,XNA,,,,,,0.9801,,,0.0,0.0345,0.1667,,0.064,,,,0.0105,,,0.9801,,,0.0,0.0345,0.1667,,0.0654,,,,0.0111,,,0.9801,,,0.0,0.0345,0.1667,,0.0651,,,,0.0107,,block of flats,0.0641,"Stone, brick",No,0.0,0.0,0.0,0.0,-2595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
124011,0,Cash loans,F,N,Y,0,157500.0,284400.0,15880.5,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.072508,-24223,-6482,-7080.0,-4783,,1,1,0,1,1,0,Medicine staff,2.0,1,1,FRIDAY,10,0,0,0,0,0,0,Government,,0.6447025109362328,0.4992720153045617,0.2433,0.0553,0.9767,0.6804,0.0,0.28,0.2414,0.3333,0.375,0.0,0.1984,0.1415,0.0,0.1115,0.2479,0.0574,0.9767,0.6929,0.0,0.282,0.2414,0.3333,0.375,0.0,0.2167,0.1474,0.0,0.1181,0.2457,0.0553,0.9767,0.6847,0.0,0.28,0.2414,0.3333,0.375,0.0,0.2018,0.14400000000000002,0.0,0.1139,reg oper account,block of flats,0.1879,"Stone, brick",No,0.0,0.0,0.0,0.0,-828.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
197181,0,Cash loans,F,N,Y,0,157500.0,284400.0,15880.5,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.072508,-24223,-6482,-7080.0,-4783,,1,1,0,1,1,0,Medicine staff,2.0,1,1,FRIDAY,10,0,0,0,0,0,0,Government,,,0.4992720153045617,0.2433,0.0553,0.9767,0.6804,0.0,0.28,0.2414,0.3333,0.375,0.0,0.1984,0.1415,0.0,0.1115,0.2479,0.0574,0.9767,0.6929,0.0,0.282,0.2414,0.3333,0.375,0.0,0.2167,0.1474,0.0,0.1181,0.2457,0.0553,0.9767,0.6847,0.0,0.28,0.2414,0.3333,0.375,0.0,0.2018,0.14400000000000002,0.0,0.1139,reg oper account,block of flats,0.1879,"Stone, brick",No,0.0,0.0,0.0,0.0,-828.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
229775,0,Cash loans,F,N,Y,0,112500.0,254700.0,14751.0,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.022625,-24034,365243,-8746.0,-4195,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
332420,0,Cash loans,F,N,Y,0,112500.0,254700.0,14751.0,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.022625,-24034,365243,-8746.0,-4195,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,XNA,,0.4836398403802119,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
173178,0,Cash loans,F,N,Y,0,157500.0,284400.0,16011.0,225000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018634,-24025,365243,-3803.0,-4049,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.3666193128187258,0.7557400501752248,0.2608,0.1715,0.9851,0.7959999999999999,0.0972,0.28,0.2414,0.3333,0.0417,0.203,0.2118,0.2696,0.0039,0.001,0.2658,0.17800000000000002,0.9851,0.804,0.0981,0.282,0.2414,0.3333,0.0417,0.2077,0.2314,0.2809,0.0039,0.0011,0.2634,0.1715,0.9851,0.7987,0.0978,0.28,0.2414,0.3333,0.0417,0.2066,0.2155,0.2744,0.0039,0.001,org spec account,block of flats,0.2654,Panel,No,0.0,0.0,0.0,0.0,-771.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
233479,0,Cash loans,F,N,Y,0,157500.0,284400.0,15880.5,225000.0,Children,Pensioner,Higher education,Married,House / apartment,0.018634,-24025,365243,-3803.0,-4049,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,,0.7557400501752248,0.2608,0.1715,0.9851,0.7959999999999999,0.0972,0.28,0.2414,0.3333,0.0417,0.203,0.2118,0.2696,0.0039,0.001,0.2658,0.17800000000000002,0.9851,0.804,0.0981,0.282,0.2414,0.3333,0.0417,0.2077,0.2314,0.2809,0.0039,0.0011,0.2634,0.1715,0.9851,0.7987,0.0978,0.28,0.2414,0.3333,0.0417,0.2066,0.2155,0.2744,0.0039,0.001,org spec account,block of flats,0.2654,Panel,No,0.0,0.0,0.0,0.0,-771.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
123437,0,Cash loans,F,N,Y,0,76500.0,171900.0,6304.5,112500.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.072508,-24010,365243,-13554.0,-4387,,1,0,0,1,1,0,,1.0,1,1,SUNDAY,14,0,0,0,0,0,0,XNA,,0.6838916612633434,0.6006575372857061,0.1485,0.1091,0.9806,0.7348,0.0743,0.16,0.1379,0.3333,0.375,0.0247,0.121,0.0907,0.0,0.0,0.1513,0.1132,0.9806,0.7452,0.075,0.1611,0.1379,0.3333,0.375,0.0253,0.1322,0.0945,0.0,0.0,0.1499,0.1091,0.9806,0.7383,0.0748,0.16,0.1379,0.3333,0.375,0.0252,0.1231,0.0923,0.0,0.0,reg oper account,block of flats,0.1119,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
359982,0,Cash loans,F,N,Y,0,76500.0,343800.0,12348.0,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.072508,-24010,365243,-13554.0,-4387,,1,0,0,1,1,0,,1.0,1,1,SUNDAY,14,0,0,0,0,0,0,XNA,,,0.6006575372857061,0.1485,0.1091,0.9806,0.7348,0.0743,0.16,0.1379,0.3333,0.375,0.0247,0.121,0.0907,0.0,0.0,0.1513,0.1132,0.9806,0.7452,0.075,0.1611,0.1379,0.3333,0.375,0.0253,0.1322,0.0945,0.0,0.0,0.1499,0.1091,0.9806,0.7383,0.0748,0.16,0.1379,0.3333,0.375,0.0252,0.1231,0.0923,0.0,0.0,reg oper account,block of flats,0.1119,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
272870,0,Cash loans,F,N,N,0,63000.0,219042.0,12361.5,193500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23985,365243,-14017.0,-4199,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,8,0,0,0,0,0,0,XNA,,0.38174953745847495,,0.1485,0.0913,0.9806,0.7348,0.0277,0.16,0.1379,0.3333,0.375,0.0722,0.1194,0.1421,0.0077,0.0072,0.1513,0.0948,0.9806,0.7452,0.0279,0.1611,0.1379,0.3333,0.375,0.0738,0.1304,0.1481,0.0078,0.0077,0.1499,0.0913,0.9806,0.7383,0.0278,0.16,0.1379,0.3333,0.375,0.0734,0.1214,0.1447,0.0078,0.0074,reg oper account,block of flats,0.1285,Panel,No,2.0,0.0,2.0,0.0,-380.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
294390,0,Cash loans,F,N,N,0,63000.0,247275.0,17338.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23985,365243,-14017.0,-4199,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,8,0,0,0,0,0,0,XNA,,,,0.1485,0.0913,0.9806,0.7348,0.0277,0.16,0.1379,0.3333,0.375,0.0722,0.1194,0.1421,0.0077,0.0072,0.1513,0.0948,0.9806,0.7452,0.0279,0.1611,0.1379,0.3333,0.375,0.0738,0.1304,0.1481,0.0078,0.0077,0.1499,0.0913,0.9806,0.7383,0.0278,0.16,0.1379,0.3333,0.375,0.0734,0.1214,0.1447,0.0078,0.0074,reg oper account,block of flats,0.1285,Panel,No,2.0,0.0,2.0,0.0,-380.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
258282,0,Cash loans,F,N,Y,0,76500.0,284400.0,16456.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23933,365243,-15960.0,-4307,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,0.8098515530911635,0.7428316201274632,0.5937175866150576,0.1742,0.1459,0.9781,0.7008,0.0122,0.0,0.2069,0.1667,0.0417,0.0,0.142,0.1578,0.0,0.0041,0.1775,0.1514,0.9782,0.7125,0.0123,0.0,0.2069,0.1667,0.0417,0.0,0.1552,0.1644,0.0,0.0044,0.1759,0.1459,0.9781,0.7048,0.0123,0.0,0.2069,0.1667,0.0417,0.0,0.1445,0.1607,0.0,0.0042,reg oper account,block of flats,0.1568,Panel,No,3.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
417700,0,Cash loans,F,N,Y,0,76500.0,284400.0,16456.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23933,365243,-15960.0,-4307,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.8098515530911635,,0.5937175866150576,0.1742,0.1459,0.9781,0.7008,0.0122,0.0,0.2069,0.1667,0.0417,0.0,0.142,0.1578,0.0,0.0041,0.1775,0.1514,0.9782,0.7125,0.0123,0.0,0.2069,0.1667,0.0417,0.0,0.1552,0.1644,0.0,0.0044,0.1759,0.1459,0.9781,0.7048,0.0123,0.0,0.2069,0.1667,0.0417,0.0,0.1445,0.1607,0.0,0.0042,reg oper account,block of flats,0.1568,Panel,No,3.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
325771,0,Cash loans,F,N,Y,0,67500.0,343800.0,13090.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.016612000000000002,-23898,365243,-5575.0,-4736,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,16,0,0,0,0,0,0,XNA,0.8354247104879972,0.6586740235305923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
335699,0,Cash loans,F,N,Y,0,67500.0,314100.0,13963.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.016612000000000002,-23898,365243,-5575.0,-4736,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,16,0,0,0,0,0,0,XNA,0.8354247104879972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
