SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2023147,302294,Consumer loans,15610.59,71010.0,75919.5,7101.0,71010.0,FRIDAY,12,1,1,0.09315331207899906,,,XAP,Approved,-314,XNA,XAP,,Repeater,Mobile,POS,XNA,Regional / Local,60,Connectivity,6.0,high,POS mobile with interest,365243.0,-283.0,-133.0,-133.0,-130.0,0.0
2689068,302294,Cash loans,37288.665,450000.0,599400.0,,450000.0,THURSDAY,5,1,1,,,,XNA,Refused,-455,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,high,Cash X-Sell: high,,,,,,
1105652,302294,Consumer loans,5872.23,31630.5,28561.5,4500.0,31630.5,FRIDAY,6,1,1,0.14823613843622005,,,XAP,Approved,-972,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,54,Connectivity,6.0,high,POS mobile with interest,365243.0,-941.0,-791.0,-791.0,-788.0,0.0
1123552,374258,Cash loans,,0.0,0.0,,,FRIDAY,10,1,1,,,,XNA,Canceled,-20,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1173038,374258,Cash loans,35525.565,675000.0,835380.0,,675000.0,FRIDAY,10,1,1,,,,XNA,Refused,-20,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
2125592,374258,Cash loans,24449.4,540000.0,753840.0,,540000.0,FRIDAY,10,1,1,,,,XNA,Refused,-20,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
2590761,374258,Cash loans,,0.0,0.0,,,FRIDAY,10,1,1,,,,XNA,Canceled,-20,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2218253,374258,Revolving loans,2250.0,45000.0,45000.0,,45000.0,FRIDAY,10,1,1,,,,XAP,Refused,-20,XNA,HC,Unaccompanied,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
2096467,374258,Consumer loans,3550.905,19350.0,17415.0,1935.0,19350.0,TUESDAY,15,1,1,0.1089090909090909,,,XAP,Approved,-2004,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Stone,9,Connectivity,6.0,high,POS mobile with interest,365243.0,-1971.0,-1821.0,-1821.0,-1810.0,0.0
1650916,374258,Consumer loans,8705.115,44055.0,30555.0,13500.0,44055.0,WEDNESDAY,19,1,1,0.3337357229083481,,,XAP,Approved,-2668,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,4.0,low_normal,POS mobile with interest,365243.0,-2625.0,-2535.0,-2535.0,-2531.0,0.0
2350693,386909,Cash loans,37500.3,1282500.0,1282500.0,,1282500.0,MONDAY,15,1,1,,,,XNA,Refused,-245,Cash through the bank,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,0,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1856302,386909,Cash loans,10492.02,90000.0,95940.0,0.0,90000.0,WEDNESDAY,10,1,1,0.0,,,XNA,Approved,-2441,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2411.0,-2081.0,-2081.0,-2073.0,1.0
2077703,386909,Revolving loans,9000.0,0.0,180000.0,,,TUESDAY,9,1,1,,,,XAP,Approved,-2694,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,1600,Consumer electronics,0.0,XNA,Card Street,-2693.0,-2639.0,365243.0,-1604.0,-928.0,0.0
2792462,452103,Consumer loans,13269.915,146245.5,73120.5,73125.0,146245.5,THURSDAY,14,1,1,0.5445622103057716,,,XAP,Approved,-83,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,1500,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-52.0,98.0,365243.0,365243.0,0.0
1105407,452103,Consumer loans,2474.73,27022.5,27022.5,0.0,27022.5,FRIDAY,14,1,1,0.0,,,XAP,Approved,-131,Cash through the bank,XAP,Unaccompanied,Repeater,Homewares,POS,XNA,Country-wide,1500,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-100.0,230.0,365243.0,365243.0,0.0
2200952,452103,Cash loans,,0.0,0.0,,,TUESDAY,18,1,1,,,,XNA,Canceled,-309,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1951296,452103,Cash loans,,0.0,0.0,,,SATURDAY,11,1,1,,,,XNA,Canceled,-347,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1127672,452103,Cash loans,25146.0,495000.0,495000.0,,495000.0,TUESDAY,9,1,1,,,,XNA,Approved,-407,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Country-wide,1500,Consumer electronics,24.0,low_action,Cash X-Sell: low,365243.0,-377.0,313.0,365243.0,365243.0,0.0
2416269,452103,Consumer loans,16902.405,90850.5,90850.5,0.0,90850.5,MONDAY,15,1,1,0.0,,,XAP,Approved,-863,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,6.0,middle,POS household with interest,365243.0,-831.0,-681.0,-831.0,-828.0,0.0
2575530,452103,Consumer loans,9899.505,89995.5,89995.5,0.0,89995.5,WEDNESDAY,11,1,1,0.0,,,XAP,Approved,-1099,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1068.0,-798.0,-798.0,-793.0,0.0
1105409,452103,Consumer loans,5124.285,113620.5,113620.5,0.0,113620.5,TUESDAY,16,1,1,0.0,,,XAP,Approved,-1716,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1685.0,-995.0,-995.0,-990.0,0.0
1846879,452103,Consumer loans,2439.675,54094.5,54094.5,0.0,54094.5,TUESDAY,9,1,1,0.0,,,XAP,Approved,-1716,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
1539401,452103,Consumer loans,8269.155,76396.5,74430.0,7641.0,76396.5,MONDAY,10,1,1,0.1013968836295846,,,XAP,Approved,-1843,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,1500,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1812.0,-1542.0,-1542.0,-1536.0,0.0
