SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF,CNT_INSTALMENT_diff,CNT_INSTALMENT_ratio,SK_DPD_diff,SK_DPD_diff_over0,SK_DPD_diff_over5,SK_DPD_diff_over10,SK_DPD_diff_over15,SK_DPD_diff_over20,SK_DPD_diff_over25
2428445,126059,-76,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
2428445,126059,-77,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
2428445,126059,-78,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
2428445,126059,-79,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
2428445,126059,-80,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
2428445,126059,-81,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1206238,126059,-85,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
1206238,126059,-86,6.0,1.0,Active,0,0,5.0,0.16666666666666666,0,0,0,0,0,0,0
1206238,126059,-87,6.0,2.0,Active,0,0,4.0,0.3333333333333333,0,0,0,0,0,0,0
1206238,126059,-88,6.0,3.0,Active,0,0,3.0,0.5,0,0,0,0,0,0,0
1206238,126059,-89,6.0,4.0,Active,0,0,2.0,0.6666666666666666,0,0,0,0,0,0,0
1206238,126059,-90,6.0,5.0,Active,0,0,1.0,0.8333333333333334,0,0,0,0,0,0,0
1206238,126059,-91,6.0,6.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2748710,129056,-2,24.0,4.0,Active,0,0,20.0,0.16666666666666666,0,0,0,0,0,0,0
2748710,129056,-3,24.0,5.0,Active,0,0,19.0,0.20833333333333334,0,0,0,0,0,0,0
2748710,129056,-4,24.0,6.0,Active,0,0,18.0,0.25,0,0,0,0,0,0,0
2748710,129056,-5,24.0,7.0,Active,0,0,17.0,0.2916666666666667,0,0,0,0,0,0,0
2748710,129056,-6,24.0,8.0,Active,0,0,16.0,0.3333333333333333,0,0,0,0,0,0,0
2748710,129056,-7,24.0,9.0,Active,0,0,15.0,0.375,0,0,0,0,0,0,0
2748710,129056,-8,24.0,10.0,Active,0,0,14.0,0.4166666666666667,0,0,0,0,0,0,0
2748710,129056,-9,24.0,11.0,Active,0,0,13.0,0.4583333333333333,0,0,0,0,0,0,0
2748710,129056,-10,24.0,12.0,Active,0,0,12.0,0.5,0,0,0,0,0,0,0
2748710,129056,-11,24.0,13.0,Active,0,0,11.0,0.5416666666666666,0,0,0,0,0,0,0
2748710,129056,-12,24.0,14.0,Active,0,0,10.0,0.5833333333333334,0,0,0,0,0,0,0
2748710,129056,-13,24.0,15.0,Active,0,0,9.0,0.625,0,0,0,0,0,0,0
2748710,129056,-14,24.0,16.0,Active,0,0,8.0,0.6666666666666666,0,0,0,0,0,0,0
2748710,129056,-15,24.0,17.0,Active,0,0,7.0,0.7083333333333334,0,0,0,0,0,0,0
2748710,129056,-16,24.0,18.0,Active,0,0,6.0,0.75,0,0,0,0,0,0,0
2748710,129056,-17,24.0,19.0,Active,0,0,5.0,0.7916666666666666,0,0,0,0,0,0,0
2748710,129056,-18,24.0,20.0,Active,0,0,4.0,0.8333333333333334,0,0,0,0,0,0,0
2748710,129056,-19,24.0,21.0,Active,0,0,3.0,0.875,0,0,0,0,0,0,0
2748710,129056,-20,24.0,22.0,Active,0,0,2.0,0.9166666666666666,0,0,0,0,0,0,0
2748710,129056,-21,24.0,23.0,Active,0,0,1.0,0.9583333333333334,0,0,0,0,0,0,0
2748710,129056,-22,24.0,24.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2162069,129056,-23,18.0,0.0,Completed,0,0,18.0,0.0,0,0,0,0,0,0,0
2162069,129056,-24,18.0,1.0,Active,0,0,17.0,0.05555555555555555,0,0,0,0,0,0,0
2162069,129056,-25,18.0,2.0,Active,0,0,16.0,0.1111111111111111,0,0,0,0,0,0,0
2162069,129056,-26,18.0,3.0,Active,0,0,15.0,0.16666666666666666,0,0,0,0,0,0,0
1963440,129056,-27,2.0,0.0,Completed,0,0,2.0,0.0,0,0,0,0,0,0,0
2162069,129056,-27,18.0,4.0,Active,0,0,14.0,0.2222222222222222,0,0,0,0,0,0,0
1963440,129056,-28,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
2162069,129056,-28,18.0,5.0,Active,0,0,13.0,0.2777777777777778,0,0,0,0,0,0,0
2088467,129056,-29,24.0,0.0,Completed,0,0,24.0,0.0,0,0,0,0,0,0,0
1963440,129056,-29,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2162069,129056,-29,18.0,6.0,Active,0,0,12.0,0.3333333333333333,0,0,0,0,0,0,0
2162069,129056,-30,18.0,7.0,Active,0,0,11.0,0.3888888888888889,0,0,0,0,0,0,0
2088467,129056,-30,24.0,1.0,Active,0,0,23.0,0.041666666666666664,0,0,0,0,0,0,0
2162069,129056,-31,18.0,8.0,Active,0,0,10.0,0.4444444444444444,0,0,0,0,0,0,0
2088467,129056,-31,24.0,2.0,Active,0,0,22.0,0.08333333333333333,0,0,0,0,0,0,0
2162069,129056,-32,18.0,9.0,Active,0,0,9.0,0.5,0,0,0,0,0,0,0
2088467,129056,-32,24.0,3.0,Active,0,0,21.0,0.125,0,0,0,0,0,0,0
2162069,129056,-33,18.0,10.0,Active,0,0,8.0,0.5555555555555556,0,0,0,0,0,0,0
2088467,129056,-33,24.0,4.0,Active,0,0,20.0,0.16666666666666666,0,0,0,0,0,0,0
2088467,129056,-34,24.0,5.0,Active,0,0,19.0,0.20833333333333334,0,0,0,0,0,0,0
2162069,129056,-34,18.0,11.0,Active,0,0,7.0,0.6111111111111112,0,0,0,0,0,0,0
2162069,129056,-35,18.0,12.0,Active,0,0,6.0,0.6666666666666666,0,0,0,0,0,0,0
2088467,129056,-35,24.0,6.0,Active,0,0,18.0,0.25,0,0,0,0,0,0,0
2088467,129056,-36,24.0,7.0,Active,0,0,17.0,0.2916666666666667,0,0,0,0,0,0,0
2162069,129056,-36,18.0,13.0,Active,0,0,5.0,0.7222222222222222,0,0,0,0,0,0,0
2088467,129056,-37,24.0,8.0,Active,0,0,16.0,0.3333333333333333,0,0,0,0,0,0,0
2162069,129056,-37,18.0,14.0,Active,0,0,4.0,0.7777777777777778,0,0,0,0,0,0,0
2088467,129056,-38,24.0,9.0,Active,0,0,15.0,0.375,0,0,0,0,0,0,0
2162069,129056,-38,18.0,15.0,Active,0,0,3.0,0.8333333333333334,0,0,0,0,0,0,0
2162069,129056,-39,18.0,16.0,Active,0,0,2.0,0.8888888888888888,0,0,0,0,0,0,0
2088467,129056,-39,24.0,10.0,Active,0,0,14.0,0.4166666666666667,0,0,0,0,0,0,0
2088467,129056,-40,24.0,11.0,Active,0,0,13.0,0.4583333333333333,0,0,0,0,0,0,0
2162069,129056,-40,18.0,17.0,Active,0,0,1.0,0.9444444444444444,0,0,0,0,0,0,0
2088467,129056,-41,24.0,12.0,Active,0,0,12.0,0.5,0,0,0,0,0,0,0
2162069,129056,-41,18.0,18.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2088467,129056,-42,24.0,13.0,Active,0,0,11.0,0.5416666666666666,0,0,0,0,0,0,0
2162069,129056,-42,18.0,18.0,Signed,0,0,0.0,1.0,0,0,0,0,0,0,0
2088467,129056,-43,24.0,14.0,Active,0,0,10.0,0.5833333333333334,0,0,0,0,0,0,0
2088467,129056,-44,24.0,15.0,Active,0,0,9.0,0.625,0,0,0,0,0,0,0
2088467,129056,-45,24.0,16.0,Active,0,0,8.0,0.6666666666666666,0,0,0,0,0,0,0
2088467,129056,-46,24.0,17.0,Active,0,0,7.0,0.7083333333333334,0,0,0,0,0,0,0
2088467,129056,-47,24.0,18.0,Active,0,0,6.0,0.75,0,0,0,0,0,0,0
2088467,129056,-48,24.0,19.0,Active,0,0,5.0,0.7916666666666666,0,0,0,0,0,0,0
2088467,129056,-49,24.0,20.0,Active,0,0,4.0,0.8333333333333334,0,0,0,0,0,0,0
2088467,129056,-50,24.0,21.0,Active,0,0,3.0,0.875,0,0,0,0,0,0,0
2088467,129056,-51,24.0,22.0,Active,0,0,2.0,0.9166666666666666,0,0,0,0,0,0,0
2088467,129056,-52,24.0,23.0,Active,0,0,1.0,0.9583333333333334,0,0,0,0,0,0,0
2088467,129056,-53,24.0,24.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1437526,129056,-59,10.0,0.0,Completed,0,0,10.0,0.0,0,0,0,0,0,0,0
1437526,129056,-60,10.0,1.0,Active,0,0,9.0,0.1,0,0,0,0,0,0,0
1437526,129056,-61,10.0,2.0,Active,0,0,8.0,0.2,0,0,0,0,0,0,0
2645593,129056,-62,10.0,1.0,Active,0,0,9.0,0.1,0,0,0,0,0,0,0
1437526,129056,-62,10.0,3.0,Active,0,0,7.0,0.3,0,0,0,0,0,0,0
2645593,129056,-63,10.0,2.0,Active,0,0,8.0,0.2,0,0,0,0,0,0,0
1437526,129056,-63,10.0,4.0,Active,0,0,6.0,0.4,0,0,0,0,0,0,0
1437526,129056,-64,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
2645593,129056,-64,10.0,3.0,Active,0,0,7.0,0.3,0,0,0,0,0,0,0
2645593,129056,-65,10.0,4.0,Active,0,0,6.0,0.4,0,0,0,0,0,0,0
1437526,129056,-65,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
2645593,129056,-66,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
1437526,129056,-66,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
2645593,129056,-67,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
1437526,129056,-67,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
2346297,129056,-68,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
2645593,129056,-68,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
1437526,129056,-68,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
2346297,129056,-69,6.0,1.0,Active,0,0,5.0,0.16666666666666666,0,0,0,0,0,0,0
2645593,129056,-69,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
1437526,129056,-69,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2645593,129056,-70,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
2346297,129056,-70,6.0,2.0,Active,0,0,4.0,0.3333333333333333,0,0,0,0,0,0,0
2346297,129056,-71,6.0,3.0,Active,0,0,3.0,0.5,0,0,0,0,0,0,0
2645593,129056,-71,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2645593,129056,-72,10.0,10.0,Signed,0,0,0.0,1.0,0,0,0,0,0,0,0
2346297,129056,-72,6.0,4.0,Active,0,0,2.0,0.6666666666666666,0,0,0,0,0,0,0
2346297,129056,-73,6.0,5.0,Active,0,0,1.0,0.8333333333333334,0,0,0,0,0,0,0
2346297,129056,-74,6.0,6.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2015834,129056,-76,8.0,0.0,Completed,0,0,8.0,0.0,0,0,0,0,0,0,0
2015834,129056,-77,8.0,1.0,Active,37,7,7.0,0.125,30,1,1,1,1,1,1
2015834,129056,-78,8.0,2.0,Active,6,6,6.0,0.25,0,0,0,0,0,0,0
2015834,129056,-79,8.0,3.0,Active,0,0,5.0,0.375,0,0,0,0,0,0,0
2015834,129056,-80,8.0,4.0,Active,5,5,4.0,0.5,0,0,0,0,0,0,0
2015834,129056,-81,8.0,5.0,Active,0,0,3.0,0.625,0,0,0,0,0,0,0
2015834,129056,-82,8.0,6.0,Active,0,0,2.0,0.75,0,0,0,0,0,0,0
2015834,129056,-83,8.0,7.0,Active,0,0,1.0,0.875,0,0,0,0,0,0,0
2015834,129056,-84,8.0,8.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1688962,130181,-6,4.0,0.0,Completed,0,0,4.0,0.0,0,0,0,0,0,0,0
1688962,130181,-7,4.0,1.0,Active,0,0,3.0,0.25,0,0,0,0,0,0,0
1688962,130181,-8,24.0,22.0,Active,0,0,2.0,0.9166666666666666,0,0,0,0,0,0,0
1688962,130181,-9,24.0,23.0,Active,0,0,1.0,0.9583333333333334,0,0,0,0,0,0,0
1688962,130181,-10,24.0,24.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1688959,130181,-34,1.0,0.0,Completed,0,0,1.0,0.0,0,0,0,0,0,0,0
1688959,130181,-35,18.0,18.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1894549,132748,-1,60.0,54.0,Active,0,0,6.0,0.9,0,0,0,0,0,0,0
1894549,132748,-2,60.0,55.0,Active,0,0,5.0,0.9166666666666666,0,0,0,0,0,0,0
1894549,132748,-3,60.0,56.0,Active,0,0,4.0,0.9333333333333333,0,0,0,0,0,0,0
1894549,132748,-4,60.0,57.0,Active,0,0,3.0,0.95,0,0,0,0,0,0,0
1894549,132748,-5,60.0,58.0,Active,0,0,2.0,0.9666666666666667,0,0,0,0,0,0,0
1894549,132748,-6,60.0,59.0,Active,0,0,1.0,0.9833333333333333,0,0,0,0,0,0,0
1894549,132748,-7,60.0,60.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1136328,132748,-19,20.0,0.0,Completed,0,0,20.0,0.0,0,0,0,0,0,0,0
1136328,132748,-20,24.0,5.0,Active,0,0,19.0,0.20833333333333334,0,0,0,0,0,0,0
1136328,132748,-21,24.0,6.0,Active,0,0,18.0,0.25,0,0,0,0,0,0,0
1136328,132748,-22,24.0,7.0,Active,0,0,17.0,0.2916666666666667,0,0,0,0,0,0,0
1136328,132748,-23,24.0,8.0,Active,0,0,16.0,0.3333333333333333,0,0,0,0,0,0,0
1136328,132748,-24,24.0,9.0,Active,0,0,15.0,0.375,0,0,0,0,0,0,0
1136328,132748,-25,24.0,10.0,Active,0,0,14.0,0.4166666666666667,0,0,0,0,0,0,0
1136328,132748,-26,24.0,11.0,Active,0,0,13.0,0.4583333333333333,0,0,0,0,0,0,0
1136328,132748,-27,24.0,12.0,Active,0,0,12.0,0.5,0,0,0,0,0,0,0
1136328,132748,-28,24.0,13.0,Active,0,0,11.0,0.5416666666666666,0,0,0,0,0,0,0
1136328,132748,-29,24.0,14.0,Active,0,0,10.0,0.5833333333333334,0,0,0,0,0,0,0
1136328,132748,-30,24.0,15.0,Active,0,0,9.0,0.625,0,0,0,0,0,0,0
1136328,132748,-31,24.0,16.0,Active,0,0,8.0,0.6666666666666666,0,0,0,0,0,0,0
1136328,132748,-32,24.0,17.0,Active,0,0,7.0,0.7083333333333334,0,0,0,0,0,0,0
1136328,132748,-33,24.0,18.0,Active,0,0,6.0,0.75,0,0,0,0,0,0,0
1136328,132748,-34,24.0,19.0,Active,0,0,5.0,0.7916666666666666,0,0,0,0,0,0,0
1136328,132748,-35,24.0,20.0,Active,0,0,4.0,0.8333333333333334,0,0,0,0,0,0,0
1136328,132748,-36,24.0,21.0,Active,0,0,3.0,0.875,0,0,0,0,0,0,0
1136328,132748,-37,24.0,22.0,Active,0,0,2.0,0.9166666666666666,0,0,0,0,0,0,0
1086054,132748,-38,12.0,0.0,Completed,0,0,12.0,0.0,0,0,0,0,0,0,0
1136328,132748,-38,24.0,23.0,Active,0,0,1.0,0.9583333333333334,0,0,0,0,0,0,0
1086054,132748,-39,12.0,1.0,Active,0,0,11.0,0.08333333333333333,0,0,0,0,0,0,0
1136328,132748,-39,24.0,24.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1086054,132748,-40,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
1086054,132748,-41,12.0,3.0,Active,0,0,9.0,0.25,0,0,0,0,0,0,0
1086054,132748,-42,12.0,4.0,Active,0,0,8.0,0.3333333333333333,0,0,0,0,0,0,0
1086054,132748,-43,12.0,5.0,Active,0,0,7.0,0.4166666666666667,0,0,0,0,0,0,0
1086054,132748,-44,12.0,6.0,Active,0,0,6.0,0.5,0,0,0,0,0,0,0
1086054,132748,-45,12.0,7.0,Active,0,0,5.0,0.5833333333333334,0,0,0,0,0,0,0
1086054,132748,-46,12.0,8.0,Active,0,0,4.0,0.6666666666666666,0,0,0,0,0,0,0
1086054,132748,-47,12.0,9.0,Active,0,0,3.0,0.75,0,0,0,0,0,0,0
1086054,132748,-48,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
1086054,132748,-49,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
1086054,132748,-50,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1874722,132748,-50,10.0,1.0,Active,0,0,9.0,0.1,0,0,0,0,0,0,0
1874722,132748,-51,10.0,2.0,Active,0,0,8.0,0.2,0,0,0,0,0,0,0
1874722,132748,-52,10.0,3.0,Active,0,0,7.0,0.3,0,0,0,0,0,0,0
1874722,132748,-53,10.0,4.0,Active,0,0,6.0,0.4,0,0,0,0,0,0,0
1874722,132748,-54,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
1874722,132748,-55,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
1874722,132748,-56,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
1874722,132748,-57,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
1874722,132748,-58,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
1874722,132748,-59,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2211692,133484,-13,12.0,0.0,Completed,0,0,12.0,0.0,0,0,0,0,0,0,0
2211692,133484,-14,12.0,1.0,Active,0,0,11.0,0.08333333333333333,0,0,0,0,0,0,0
2211692,133484,-15,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
2211692,133484,-16,12.0,3.0,Active,0,0,9.0,0.25,0,0,0,0,0,0,0
2211692,133484,-17,12.0,4.0,Active,0,0,8.0,0.3333333333333333,0,0,0,0,0,0,0
2211692,133484,-18,12.0,5.0,Active,0,0,7.0,0.4166666666666667,0,0,0,0,0,0,0
2211692,133484,-19,12.0,6.0,Active,0,0,6.0,0.5,0,0,0,0,0,0,0
2211692,133484,-20,12.0,7.0,Active,0,0,5.0,0.5833333333333334,0,0,0,0,0,0,0
2211692,133484,-21,12.0,8.0,Active,0,0,4.0,0.6666666666666666,0,0,0,0,0,0,0
2211692,133484,-22,12.0,9.0,Active,0,0,3.0,0.75,0,0,0,0,0,0,0
2211692,133484,-23,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
2211692,133484,-24,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
2211692,133484,-25,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2106741,133484,-40,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
2106741,133484,-41,6.0,1.0,Active,0,0,5.0,0.16666666666666666,0,0,0,0,0,0,0
2106741,133484,-42,6.0,2.0,Active,0,0,4.0,0.3333333333333333,0,0,0,0,0,0,0
2106741,133484,-43,6.0,3.0,Active,0,0,3.0,0.5,0,0,0,0,0,0,0
2106741,133484,-44,6.0,4.0,Active,0,0,2.0,0.6666666666666666,0,0,0,0,0,0,0
2106741,133484,-45,6.0,5.0,Active,0,0,1.0,0.8333333333333334,0,0,0,0,0,0,0
2106741,133484,-46,6.0,6.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1302084,134595,-2,14.0,0.0,Completed,0,0,14.0,0.0,0,0,0,0,0,0,0
1302084,134595,-3,18.0,5.0,Active,0,0,13.0,0.2777777777777778,0,0,0,0,0,0,0
1302084,134595,-4,18.0,6.0,Active,0,0,12.0,0.3333333333333333,0,0,0,0,0,0,0
1302084,134595,-5,18.0,7.0,Active,0,0,11.0,0.3888888888888889,0,0,0,0,0,0,0
1302084,134595,-6,18.0,8.0,Active,0,0,10.0,0.4444444444444444,0,0,0,0,0,0,0
1302084,134595,-7,18.0,9.0,Active,0,0,9.0,0.5,0,0,0,0,0,0,0
1302084,134595,-8,18.0,10.0,Active,0,0,8.0,0.5555555555555556,0,0,0,0,0,0,0
1302084,134595,-9,18.0,11.0,Active,0,0,7.0,0.6111111111111112,0,0,0,0,0,0,0
1302084,134595,-10,18.0,12.0,Active,0,0,6.0,0.6666666666666666,0,0,0,0,0,0,0
1302084,134595,-11,18.0,13.0,Active,0,0,5.0,0.7222222222222222,0,0,0,0,0,0,0
1302084,134595,-12,18.0,14.0,Active,0,0,4.0,0.7777777777777778,0,0,0,0,0,0,0
1302084,134595,-13,18.0,15.0,Active,0,0,3.0,0.8333333333333334,0,0,0,0,0,0,0
1302084,134595,-14,18.0,16.0,Signed,0,0,2.0,0.8888888888888888,0,0,0,0,0,0,0
1302084,134595,-15,18.0,17.0,Signed,0,0,1.0,0.9444444444444444,0,0,0,0,0,0,0
1302084,134595,-16,18.0,18.0,Signed,0,0,0.0,1.0,0,0,0,0,0,0,0
