SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT,days_delayed_payment,amt_ratio,amt_delta,days_weighted_delay,days_weighted_delay_tsw3
1053844,101477,1.0,7,-186.0,-189.0,117291.24,117291.24,3.0,1.0,0.0,3.0,2.8299000000000003
1896316,101477,0.0,11,-189.0,-189.0,3294.09,3294.09,0.0,1.0,0.0,0.0,0.0
1896316,101477,0.0,9,-211.0,-219.0,2250.0,2250.0,8.0,1.0,0.0,8.0,7.4744
1053844,101477,1.0,6,-216.0,-219.0,117291.24,117291.24,3.0,1.0,0.0,3.0,2.8029
1896316,101477,0.0,7,-242.0,-257.0,2250.0,2250.0,15.0,1.0,0.0,15.0,13.8435
1053844,101477,1.0,5,-246.0,-255.0,117291.24,117291.24,9.0,1.0,0.0,9.0,8.3115
1896316,101477,0.0,8,-257.0,-257.0,29250.0,29250.0,0.0,1.0,0.0,0.0,0.0
1896316,101477,0.0,6,-265.0,-265.0,112500.0,112500.0,0.0,1.0,0.0,0.0,0.0
1896316,101477,0.0,5,-269.0,-269.0,180000.0,180000.0,0.0,1.0,0.0,0.0,0.0
1896316,101477,0.0,3,-270.0,-279.0,16740.675,16650.0,9.0,0.9945835517385052,90.67499999999927,8.951251965646547,8.20203217612193
1896316,101477,0.0,3,-270.0,-271.0,16740.675,90.675,1.0,0.005416448261494833,16650.0,0.005416448261494833,0.004976091017835303
1896316,101477,0.0,4,-271.0,-271.0,4409.325,4409.325,0.0,1.0,0.0,0.0,0.0
1053844,101477,1.0,4,-276.0,-279.0,117291.24,117004.275,3.0,0.9975533978496602,286.96500000001106,2.9926601935489807,2.742174535348931
1053844,101477,1.0,4,-276.0,-255.0,117291.24,286.965,-21.0,0.0024466021503396157,117004.27500000001,-0.05137864515713193,-0.04744817880261134
1896316,101477,0.0,2,-301.0,-313.0,2250.0,2250.0,12.0,1.0,0.0,12.0,10.8732
1053844,101477,1.0,3,-306.0,-313.0,117291.24,117291.24,7.0,1.0,0.0,7.0,6.3427
1896316,101477,0.0,1,-325.0,-325.0,45000.0,45000.0,0.0,1.0,0.0,0.0,0.0
1053844,101477,1.0,2,-336.0,-345.0,117291.24,117291.24,9.0,1.0,0.0,9.0,8.0685
1053844,101477,1.0,1,-366.0,-377.0,117291.24,117291.24,11.0,1.0,0.0,11.0,9.7559
1180465,101477,2.0,2,-461.0,-465.0,896077.665,896077.665,4.0,1.0,0.0,4.0,3.442
1180465,101477,1.0,1,-491.0,-500.0,97299.855,97299.855,9.0,1.0,0.0,9.0,7.6499999999999995
2259737,101477,2.0,5,-550.0,-550.0,55024.245,55024.245,0.0,1.0,0.0,0.0,0.0
2259737,101477,1.0,4,-580.0,-585.0,27745.245,27745.245,5.0,1.0,0.0,5.0,4.1225000000000005
2259737,101477,1.0,3,-610.0,-623.0,27745.245,27745.245,13.0,1.0,0.0,13.0,10.570300000000001
2259737,101477,1.0,2,-640.0,-647.0,27745.245,27745.245,7.0,1.0,0.0,7.0,5.6413
2259737,101477,1.0,1,-670.0,-681.0,27745.245,27745.245,11.0,1.0,0.0,11.0,8.7527
2469639,102086,3.0,16,-292.0,-316.0,65184.705,65184.705,24.0,1.0,0.0,24.0,21.724800000000002
2469639,102086,2.0,15,-322.0,-330.0,22609.17,22609.17,8.0,1.0,0.0,8.0,7.208
2469639,102086,2.0,14,-352.0,-365.0,22609.17,22609.17,13.0,1.0,0.0,13.0,11.576500000000001
2469639,102086,2.0,13,-382.0,-393.0,22609.17,22609.17,11.0,1.0,0.0,11.0,9.7031
2469639,102086,2.0,12,-412.0,-425.0,22609.17,22609.17,13.0,1.0,0.0,13.0,11.342500000000001
2469639,102086,2.0,11,-442.0,-446.0,22609.17,22609.17,4.0,1.0,0.0,4.0,3.4648000000000003
2469639,102086,2.0,10,-472.0,-490.0,22609.17,22609.17,18.0,1.0,0.0,18.0,15.354
2469639,102086,2.0,9,-502.0,-517.0,22609.17,22609.17,15.0,1.0,0.0,15.0,12.6735
2469639,102086,2.0,8,-532.0,-532.0,22609.17,22609.17,0.0,1.0,0.0,0.0,0.0
2469639,102086,2.0,7,-562.0,-582.0,22609.17,22609.17,20.0,1.0,0.0,20.0,16.508
2469639,102086,2.0,6,-592.0,-595.0,22609.17,22609.17,3.0,1.0,0.0,3.0,2.4645
2469639,102086,2.0,5,-622.0,-623.0,22609.17,22609.17,1.0,1.0,0.0,1.0,0.8131
2469639,102086,2.0,4,-652.0,-652.0,22609.17,22609.17,0.0,1.0,0.0,0.0,0.0
2469639,102086,2.0,3,-682.0,-682.0,22609.17,22609.17,0.0,1.0,0.0,0.0,0.0
2469639,102086,2.0,2,-712.0,-719.0,22609.17,22609.17,7.0,1.0,0.0,7.0,5.4901
2469639,102086,2.0,1,-742.0,-740.0,22609.17,22025.16,-2.0,0.9741693304088563,584.0099999999984,-1.9483386608177127,-1.5158074781161806
2469639,102086,2.0,1,-742.0,-772.0,22609.17,584.01,30.0,0.025830669591143773,22025.16,0.7749200877343132,0.5954485954150462
1899937,102086,2.0,5,-1091.0,-1092.0,19246.95,19246.95,1.0,1.0,0.0,1.0,0.6724000000000001
1899937,102086,1.0,4,-1121.0,-1140.0,9901.26,9901.26,19.0,1.0,0.0,19.0,12.502
1899937,102086,1.0,3,-1151.0,-1173.0,9901.26,9901.26,22.0,1.0,0.0,22.0,14.2582
1899937,102086,1.0,2,-1181.0,-1191.0,9901.26,9901.26,10.0,1.0,0.0,10.0,6.4270000000000005
1899937,102086,1.0,1,-1211.0,-1226.0,9901.26,9901.26,15.0,1.0,0.0,15.0,9.483
2128206,103760,2.0,5,-98.0,-105.0,37343.43,37343.43,7.0,1.0,0.0,7.0,6.7795000000000005
2128206,103760,1.0,4,-128.0,-138.0,18829.935,18829.935,10.0,1.0,0.0,10.0,9.586
2128206,103760,1.0,3,-158.0,-169.0,18829.935,18829.935,11.0,1.0,0.0,11.0,10.4423
2128206,103760,1.0,2,-188.0,-202.0,18829.935,18829.935,14.0,1.0,0.0,14.0,13.1516
2128206,103760,1.0,1,-218.0,-230.0,18829.935,18829.935,12.0,1.0,0.0,12.0,11.172
1766152,103760,1.0,10,-492.0,-492.0,9123.39,9123.39,0.0,1.0,0.0,0.0,0.0
1766152,103760,1.0,9,-522.0,-521.0,9150.075,9150.075,-1.0,1.0,0.0,-1.0,-0.8437
1766152,103760,1.0,8,-552.0,-552.0,9150.075,9150.075,0.0,1.0,0.0,0.0,0.0
1766152,103760,1.0,7,-582.0,-583.0,9150.075,9150.075,1.0,1.0,0.0,1.0,0.8251000000000001
1766152,103760,1.0,6,-612.0,-614.0,9150.075,9150.075,2.0,1.0,0.0,2.0,1.6316000000000002
1766152,103760,1.0,5,-642.0,-643.0,9150.075,9150.075,1.0,1.0,0.0,1.0,0.8071
1766152,103760,1.0,4,-672.0,-673.0,9150.075,9150.075,1.0,1.0,0.0,1.0,0.7981
1766152,103760,1.0,3,-702.0,-703.0,9150.075,9150.075,1.0,1.0,0.0,1.0,0.7891
1766152,103760,1.0,2,-732.0,-734.0,9150.075,9150.075,2.0,1.0,0.0,2.0,1.5596
1766152,103760,1.0,1,-762.0,-764.0,9150.075,9150.075,2.0,1.0,0.0,2.0,1.5416
1621818,108652,1.0,9,-5.0,-23.0,7392.465,7392.465,18.0,1.0,0.0,18.0,17.875799999999998
1621818,108652,1.0,8,-35.0,-51.0,7392.465,7392.465,16.0,1.0,0.0,16.0,15.7552
1621818,108652,1.0,7,-65.0,-79.0,7392.465,7392.465,14.0,1.0,0.0,14.0,13.668199999999999
1621818,108652,1.0,6,-95.0,-114.0,7392.465,7392.465,19.0,1.0,0.0,19.0,18.3502
1621818,108652,1.0,5,-125.0,-142.0,7392.465,7392.465,17.0,1.0,0.0,17.0,16.2758
1621818,108652,1.0,4,-155.0,-173.0,7392.465,7392.465,18.0,1.0,0.0,18.0,17.0658
1621818,108652,1.0,3,-185.0,-204.0,7392.465,7392.465,19.0,1.0,0.0,19.0,17.8372
1621818,108652,1.0,2,-215.0,-237.0,7392.465,7392.465,22.0,1.0,0.0,22.0,20.4358
1621818,108652,1.0,1,-245.0,-266.0,7392.465,7392.465,21.0,1.0,0.0,21.0,19.3242
1255952,112229,0.0,111,-953.0,-953.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,110,-984.0,-984.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,109,-1013.0,-1013.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,108,-1044.0,-1044.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,107,-1075.0,-1075.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,106,-1105.0,-1105.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,105,-1136.0,-1136.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,104,-1166.0,-1166.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,103,-1197.0,-1197.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,102,-1228.0,-1228.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,101,-1258.0,-1258.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,100,-1289.0,-1289.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,99,-1319.0,-1319.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,98,-1350.0,-1350.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,97,-1378.0,-1378.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,96,-1409.0,-1409.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,95,-1440.0,-1440.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,94,-1470.0,-1470.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,93,-1501.0,-1501.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,92,-1531.0,-1531.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,91,-1562.0,-1562.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,90,-1593.0,-1593.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,89,-1623.0,-1623.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,88,-1654.0,-1654.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,87,-1684.0,-1684.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,86,-1715.0,-1715.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,85,-1743.0,-1743.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,84,-1774.0,-1774.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,83,-1805.0,-1805.0,5186.565,5186.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,82,-1834.0,-1834.0,2520.0,2520.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,81,-1835.0,-1835.0,2666.565,2666.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,78,-1836.0,-1866.0,67.5,67.5,30.0,1.0,0.0,30.0,13.206000000000001
1255952,112229,0.0,80,-1854.0,-1854.0,2520.0,2520.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,79,-1866.0,-1866.0,146.565,146.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,76,-1867.0,-1896.0,67.5,67.5,29.0,1.0,0.0,29.0,12.504800000000001
1255952,112229,0.0,77,-1896.0,-1896.0,214.065,214.065,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,74,-1897.0,-1927.0,287.685,287.685,30.0,1.0,0.0,30.0,12.657000000000002
1255952,112229,0.0,75,-1927.0,-1927.0,281.565,281.565,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,72,-1928.0,-1952.0,10800.0,10800.0,24.0,1.0,0.0,24.0,9.945600000000002
1255952,112229,0.0,73,-1952.0,-1952.0,32490.0,32490.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,70,-1959.0,-1985.0,10800.0,10800.0,26.0,1.0,0.0,26.0,10.517000000000003
1255952,112229,0.0,71,-1985.0,-1985.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,68,-1989.0,-2004.0,10800.0,10800.0,15.0,1.0,0.0,15.0,5.982000000000001
1255952,112229,0.0,69,-2004.0,-2004.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,66,-2020.0,-2037.0,10800.0,10800.0,17.0,1.0,0.0,17.0,6.6113
1255952,112229,0.0,67,-2037.0,-2037.0,7200.0,7200.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,64,-2050.0,-2068.0,10800.0,10800.0,18.0,1.0,0.0,18.0,6.832800000000001
1255952,112229,0.0,65,-2068.0,-2068.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,62,-2081.0,-2089.0,10800.0,10800.0,8.0,1.0,0.0,8.0,2.9864000000000006
1255952,112229,0.0,63,-2089.0,-2089.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,60,-2109.0,-2129.0,10800.0,10800.0,20.0,1.0,0.0,20.0,7.226000000000001
1255952,112229,0.0,61,-2129.0,-2129.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,58,-2140.0,-2152.0,10800.0,10800.0,12.0,1.0,0.0,12.0,4.252800000000001
1255952,112229,0.0,59,-2152.0,-2152.0,3150.0,3150.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,57,-2171.0,-2152.0,10800.0,10800.0,-19.0,1.0,0.0,-19.0,-6.733600000000001
1255952,112229,0.0,55,-2201.0,-2211.0,10800.0,10800.0,10.0,1.0,0.0,10.0,3.367000000000001
1255952,112229,0.0,56,-2211.0,-2211.0,11700.0,11700.0,0.0,1.0,0.0,0.0,0.0
2243588,112229,2.0,10,-2222.0,-2248.0,61932.87,61932.87,26.0,1.0,0.0,26.0,8.465600000000002
1255952,112229,0.0,53,-2232.0,-2246.0,10800.0,10800.0,14.0,1.0,0.0,14.0,4.566800000000001
1255952,112229,0.0,54,-2246.0,-2246.0,11700.0,11700.0,0.0,1.0,0.0,0.0,0.0
2243588,112229,1.0,9,-2252.0,-2256.0,20983.995,20983.995,4.0,1.0,0.0,4.0,1.2928000000000002
1255952,112229,0.0,51,-2262.0,-2274.0,10800.0,10800.0,12.0,1.0,0.0,12.0,3.813600000000001
1255952,112229,0.0,52,-2274.0,-2274.0,11700.0,11700.0,0.0,1.0,0.0,0.0,0.0
2243588,112229,1.0,8,-2282.0,-2406.0,20983.995,20983.995,124.0,1.0,0.0,124.0,34.496800000000015
1255952,112229,0.0,49,-2293.0,-2294.0,10800.0,10800.0,1.0,1.0,0.0,1.0,0.3118000000000001
1255952,112229,0.0,50,-2294.0,-2294.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
2243588,112229,1.0,7,-2312.0,-2406.0,20983.995,20983.995,94.0,1.0,0.0,94.0,26.15080000000001
1255952,112229,0.0,47,-2324.0,-2349.0,10800.0,10800.0,25.0,1.0,0.0,25.0,7.3825
2243588,112229,1.0,6,-2342.0,-2406.0,20983.995,20983.995,64.0,1.0,0.0,64.0,17.804800000000007
1255952,112229,0.0,48,-2349.0,-2349.0,9305.01,9305.01,0.0,1.0,0.0,0.0,0.0
2243588,112229,1.0,5,-2372.0,-2372.0,20983.995,20983.995,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,46,-2385.0,-2414.0,2520.0,125.01,29.0,0.04960714285714286,2394.99,1.4386071428571428,0.39676785000000003
1255952,112229,0.0,46,-2385.0,-2349.0,2520.0,2394.99,-36.0,0.950392857142857,125.01000000000022,-34.21414285714285,-10.103436385714286
2243588,112229,1.0,4,-2402.0,-2402.0,20983.995,20983.995,0.0,1.0,0.0,0.0,0.0
2243588,112229,1.0,3,-2432.0,-2431.0,20983.995,20983.995,-1.0,1.0,0.0,-1.0,-0.27070000000000005
1255952,112229,0.0,45,-2445.0,-2445.0,62.325,62.325,0.0,1.0,0.0,0.0,0.0
2243588,112229,1.0,2,-2462.0,-2462.0,20983.995,20983.995,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,44,-2475.0,-2474.0,469.08,125.01,-1.0,0.2665003837298542,344.07,-0.2665003837298542,-0.06870379892555642
1255952,112229,0.0,44,-2475.0,-2445.0,469.08,62.685,-30.0,0.13363392171910976,406.395,-4.009017651573293,-1.0684032041442828
1255952,112229,0.0,44,-2475.0,-2505.0,469.08,281.385,30.0,0.5998656945510361,187.695,17.995970836531082,4.471998752877975
2243588,112229,1.0,1,-2492.0,-2522.0,20983.995,20983.995,30.0,1.0,0.0,30.0,7.302000000000001
1255952,112229,0.0,42,-2506.0,-2522.0,10800.0,10800.0,16.0,1.0,0.0,16.0,3.894400000000001
1255952,112229,0.0,43,-2522.0,-2522.0,32400.0,32400.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,40,-2537.0,-2547.0,10800.0,10800.0,10.0,1.0,0.0,10.0,2.359000000000001
1255952,112229,0.0,41,-2547.0,-2547.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,38,-2567.0,-2576.0,10800.0,10800.0,9.0,1.0,0.0,9.0,2.0448000000000004
1255952,112229,0.0,39,-2576.0,-2576.0,4950.0,4950.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,36,-2598.0,-2604.0,10800.0,10800.0,6.0,1.0,0.0,6.0,1.3128000000000006
1255952,112229,0.0,37,-2604.0,-2604.0,11700.0,11700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,34,-2628.0,-2632.0,10800.0,10800.0,4.0,1.0,0.0,4.0,0.8416000000000001
1255952,112229,0.0,35,-2632.0,-2632.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,32,-2659.0,-2667.0,10800.0,10800.0,8.0,1.0,0.0,8.0,1.5992000000000006
1255952,112229,0.0,33,-2667.0,-2667.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,30,-2690.0,-2695.0,10800.0,10800.0,5.0,1.0,0.0,5.0,0.9575000000000006
1255952,112229,0.0,31,-2695.0,-2695.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,27,-2720.0,-2740.0,10800.0,10800.0,20.0,1.0,0.0,20.0,3.560000000000001
1255952,112229,0.0,29,-2722.0,-2722.0,13500.0,13500.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,28,-2740.0,-2740.0,2700.0,2700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,25,-2751.0,-2769.0,10800.0,10800.0,18.0,1.0,0.0,18.0,3.0474000000000023
1255952,112229,0.0,26,-2769.0,-2769.0,11700.0,11700.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,24,-2784.0,-2784.0,13500.0,13500.0,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,23,-2811.0,-2811.0,16740.27,16740.27,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,22,-2839.0,-2839.0,16740.27,16740.27,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,21,-2870.0,-2870.0,16740.27,16740.27,0.0,1.0,0.0,0.0,0.0
1255952,112229,0.0,20,-2901.0,-2901.0,16740.27,16740.27,0.0,1.0,0.0,0.0,0.0
1195204,113070,2.0,4,-330.0,-347.0,80425.215,80425.215,17.0,1.0,0.0,17.0,15.2303
1195204,113070,1.0,3,-360.0,-369.0,9223.11,9223.11,9.0,1.0,0.0,9.0,8.0037
1195204,113070,1.0,2,-390.0,-401.0,9223.11,9223.11,11.0,1.0,0.0,11.0,9.6767
1195204,113070,1.0,1,-420.0,-431.0,9223.11,9223.11,11.0,1.0,0.0,11.0,9.5777
2413640,113070,1.0,6,-431.0,-431.0,32987.025,32987.025,0.0,1.0,0.0,0.0,0.0
2413640,113070,1.0,5,-461.0,-464.0,32993.145,32993.145,3.0,1.0,0.0,3.0,2.5824
2413640,113070,1.0,4,-491.0,-496.0,32993.145,32993.145,5.0,1.0,0.0,5.0,4.256
2413640,113070,1.0,3,-521.0,-523.0,32993.145,32993.145,2.0,1.0,0.0,2.0,1.6862
2413640,113070,1.0,2,-551.0,-555.0,32993.145,32993.145,4.0,1.0,0.0,4.0,3.334
2413640,113070,1.0,1,-581.0,-594.0,32993.145,32993.145,13.0,1.0,0.0,13.0,10.683399999999999
2498759,113070,1.0,8,-780.0,-793.0,12690.315,12690.315,13.0,1.0,0.0,13.0,9.9073
2498759,113070,1.0,7,-810.0,-812.0,12746.52,12746.52,2.0,1.0,0.0,2.0,1.5128
2498759,113070,1.0,6,-840.0,-845.0,12746.52,12746.52,5.0,1.0,0.0,5.0,3.7325
2498759,113070,1.0,5,-870.0,-877.0,12746.52,12746.52,7.0,1.0,0.0,7.0,5.1583
2498759,113070,1.0,4,-900.0,-909.0,12746.52,12746.52,9.0,1.0,0.0,9.0,6.5457
2498759,113070,1.0,3,-930.0,-939.0,12746.52,12746.52,9.0,1.0,0.0,9.0,6.464700000000001
2498759,113070,1.0,2,-960.0,-970.0,12746.52,12746.52,10.0,1.0,0.0,10.0,7.090000000000001
2498759,113070,1.0,1,-990.0,-1001.0,12746.52,12746.52,11.0,1.0,0.0,11.0,7.6967
1143631,113070,1.0,8,-1647.0,-1652.0,6547.095,6547.095,5.0,1.0,0.0,5.0,2.5220000000000002
1143631,113070,1.0,7,-1677.0,-1682.0,7743.015,7743.015,5.0,1.0,0.0,5.0,2.4770000000000003
1143631,113070,1.0,6,-1707.0,-1715.0,7743.015,7743.015,8.0,1.0,0.0,8.0,3.8840000000000003
1143631,113070,1.0,5,-1737.0,-1742.0,7743.015,7743.015,5.0,1.0,0.0,5.0,2.3870000000000005
1143631,113070,1.0,4,-1767.0,-1772.0,7743.015,7743.015,5.0,1.0,0.0,5.0,2.342
1143631,113070,1.0,3,-1797.0,-1803.0,7743.015,7743.015,6.0,1.0,0.0,6.0,2.7546000000000004
1143631,113070,1.0,2,-1827.0,-1835.0,7743.015,7743.015,8.0,1.0,0.0,8.0,3.596
1143631,113070,1.0,1,-1857.0,-1863.0,7743.015,7743.015,6.0,1.0,0.0,6.0,2.6466000000000003
1376622,113070,1.0,6,-2164.0,-2171.0,6504.525,6504.525,7.0,1.0,0.0,7.0,2.4409
1376622,113070,1.0,5,-2194.0,-2199.0,6521.625,6521.625,5.0,1.0,0.0,5.0,1.7015000000000002
1376622,113070,1.0,4,-2224.0,-2227.0,6521.625,6521.625,3.0,1.0,0.0,3.0,0.9957000000000003
1376622,113070,1.0,3,-2254.0,-2256.0,6521.625,6521.625,2.0,1.0,0.0,2.0,0.6464000000000001
1376622,113070,1.0,2,-2284.0,-2291.0,6521.625,6521.625,7.0,1.0,0.0,7.0,2.1889000000000007
1376622,113070,1.0,1,-2314.0,-2319.0,6521.625,6521.625,5.0,1.0,0.0,5.0,1.5215
2273245,113070,1.0,10,-2823.0,-2823.0,2269.755,2269.755,0.0,1.0,0.0,0.0,0.0
2273245,113070,1.0,9,-2853.0,-2853.0,2292.255,2292.255,0.0,1.0,0.0,0.0,0.0
2273245,113070,1.0,8,-2883.0,-2883.0,2292.255,2292.255,0.0,1.0,0.0,0.0,0.0
2273245,113070,1.0,7,-2913.0,-2913.0,2292.255,2292.255,0.0,1.0,0.0,0.0,0.0
2362514,113904,1.0,6,-40.0,-43.0,27511.785,27511.785,3.0,1.0,0.0,3.0,2.9613
2362514,113904,1.0,5,-70.0,-71.0,27519.435,27519.435,1.0,1.0,0.0,1.0,0.9787
2362514,113904,1.0,4,-100.0,-106.0,27519.435,27519.435,6.0,1.0,0.0,6.0,5.8092
2362514,113904,1.0,3,-130.0,-134.0,27519.435,27519.435,4.0,1.0,0.0,4.0,3.8392
2362514,113904,1.0,2,-160.0,-162.0,27519.435,27519.435,2.0,1.0,0.0,2.0,1.9028
2604801,113904,0.0,2,-171.0,,225.0,,,,,,
2362514,113904,1.0,1,-190.0,-200.0,27519.435,27519.435,10.0,1.0,0.0,10.0,9.399999999999999
2604801,113904,0.0,1,-220.0,-220.0,135000.0,135000.0,0.0,1.0,0.0,0.0,0.0
2345394,113904,1.0,6,-336.0,-337.0,28271.745,28271.745,1.0,1.0,0.0,1.0,0.8989
2345394,113904,1.0,5,-366.0,-369.0,28278.675,28278.675,3.0,1.0,0.0,3.0,2.6679
2345394,113904,1.0,4,-396.0,-399.0,28278.675,28278.675,3.0,1.0,0.0,3.0,2.6409
2345394,113904,1.0,3,-426.0,-427.0,28278.675,28278.675,1.0,1.0,0.0,1.0,0.8719
