SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT,CNT_PAYMENT,NUM_INSTALMENT_ratio,days_delayed_payment,amt_ratio,amt_delta,days_weighted_delay,DPD,DBD,days_weighted_delay_tsw3,delayed_day_over0,delayed_money_0,delayed_money_ratio_0,not-delayed_day_0,not-delayed_money_0,not-delayed_money_ratio_0,delayed_day_over5,delayed_money_5,delayed_money_ratio_5,not-delayed_day_5,not-delayed_money_5,not-delayed_money_ratio_5,delayed_day_over10,delayed_money_10,delayed_money_ratio_10,not-delayed_day_10,not-delayed_money_10,not-delayed_money_ratio_10,delayed_day_over15,delayed_money_15,delayed_money_ratio_15,not-delayed_day_15,not-delayed_money_15,not-delayed_money_ratio_15,delayed_day_over20,delayed_money_20,delayed_money_ratio_20,not-delayed_day_20,not-delayed_money_20,not-delayed_money_ratio_20,delayed_day_over25,delayed_money_25,delayed_money_ratio_25,not-delayed_day_25,not-delayed_money_25,not-delayed_money_ratio_25,delayed_day_over30,delayed_money_30,delayed_money_ratio_30,not-delayed_day_30,not-delayed_money_30,not-delayed_money_ratio_30,delayed_day_over35,delayed_money_35,delayed_money_ratio_35,not-delayed_day_35,not-delayed_money_35,not-delayed_money_ratio_35,delayed_day_over40,delayed_money_40,delayed_money_ratio_40,not-delayed_day_40,not-delayed_money_40,not-delayed_money_ratio_40,delayed_day_over45,delayed_money_45,delayed_money_ratio_45,not-delayed_day_45,not-delayed_money_45,not-delayed_money_ratio_45
2200725,100229,1.0,1,-2078.0,-2058.0,3350.52,0.54,12.0,0.08333333333333333,20.0,0.000161169012571183,3349.98,0.0032233802514236598,20.0,0.0,0.0012332652841946924,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183,0,0.0,0.0,1,0.54,0.000161169012571183
2200725,100229,1.0,1,-2078.0,-2085.0,3350.52,3349.98,12.0,0.08333333333333333,-7.0,0.9998388309874289,0.5399999999999636,-6.998871816912002,0.0,7.0,-2.6210774954335454,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289,0,0.0,0.0,1,3349.98,0.9998388309874289
2314053,100229,1.0,12,-2825.0,-2822.0,2274.3,2273.76,,,3.0,0.9997625643055006,0.5399999999999636,2.9992876929165018,3.0,0.0,0.46009073209339163,1,2273.76,0.9997625643055006,0,0.0,0.0,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006,0,0.0,0.0,1,2273.76,0.9997625643055006
2314053,100229,1.0,12,-2825.0,-2085.0,2274.3,0.54,,,740.0,0.0002374356944994064,2273.76,0.17570241392956074,740.0,0.0,0.06580055401662051,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0,1,0.54,0.0002374356944994064,0,0.0,0.0
2314053,100229,1.0,11,-2855.0,-2856.0,2273.76,2273.76,,,-1.0,1.0,0.0,-1.0,0.0,1.0,-0.1432000000000001,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0
2314053,100229,1.0,10,-2885.0,-2883.0,2273.76,2273.76,,,2.0,1.0,0.0,2.0,2.0,0.0,0.2702000000000002,1,2273.76,1.0,0,0.0,0.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0
2314053,100229,1.0,9,-2915.0,-2917.0,2273.76,2273.76,,,-2.0,1.0,0.0,-2.0,0.0,2.0,-0.24980000000000024,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0,0,0.0,0.0,1,2273.76,1.0
1544180,108728,0.0,122,-19.0,-19.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,121,-47.0,-47.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,120,-78.0,-78.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,119,-109.0,-109.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,118,-139.0,-139.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,117,-170.0,-170.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,116,-200.0,-200.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,115,-231.0,-231.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,114,-262.0,-262.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,113,-292.0,-292.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,112,-323.0,-323.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,111,-353.0,-353.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,110,-384.0,-384.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,109,-412.0,-412.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,108,-443.0,-443.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,107,-474.0,-474.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,106,-504.0,-504.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,105,-535.0,-535.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,104,-565.0,-565.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,103,-596.0,-596.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,102,-627.0,-627.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,101,-657.0,-657.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,100,-688.0,-688.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,99,-718.0,-718.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
1544180,108728,0.0,98,-749.0,-749.0,1914.75,1914.75,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0,0,0.0,0.0,1,1914.75,1.0
