SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY,app_AMT_INCOME_TOTAL,app_AMT_CREDIT,app_AMT_ANNUITY,app_AMT_GOODS_PRICE,credit-dby-income,AMT_CREDIT_SUM_DEBT-dby-income,AMT_CREDIT_SUM_LIMIT-dby-income,AMT_CREDIT_SUM_OVERDUE-dby-income,credit-dby-annuity,AMT_CREDIT_SUM_DEBT-dby-annuity,AMT_CREDIT_SUM_LIMIT-dby-annuity,AMT_CREDIT_SUM_OVERDUE-dby-annuity,DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM-dby-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT
126059,5335835,Closed,currency 1,-2725,0,-159.0,-846.0,23577.255,0,225000.0,-87.48,450087.48,0.0,Credit card,-846,9067.5,315000.0,450000.0,21888.0,450000.0,0.7142857142857143,-0.0002777142857142857,1.4288491428571428,0.0,10.279605263157896,-0.003996710526315789,20.563207236842103,0.0,2566.0,1879.0,-687.0,1879,-687.0,0.0,225087.48,-0.0003888,0.5000971811079926,-0.0001943622159852125,450000.0,0.5
126059,5335834,Closed,currency 1,-2911,0,-1802.0,-1520.0,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-1520,0.0,315000.0,450000.0,21888.0,450000.0,0.7142857142857143,0.0,0.0,0.0,10.279605263157896,0.0,0.0,0.0,1109.0,1391.0,282.0,1391,282.0,0.0,225000.0,0.0,inf,,0.0,inf
129056,5631567,Closed,currency 1,-451,0,10507.0,-365.0,0.0,0,0.0,,,0.0,Credit card,-365,,135000.0,135000.0,9729.0,135000.0,0.0,,,0.0,0.0,,,0.0,10958.0,86.0,-10872.0,86,-10872.0,0.0,,,,,,
129056,5631566,Active,currency 1,-496,0,1330.0,,43722.0,0,1899000.0,,,0.0,Consumer credit,-7,,135000.0,135000.0,9729.0,135000.0,14.066666666666666,,,0.0,195.1896392229417,,,0.0,1826.0,,,489,-1337.0,,,,,,,
129056,5631565,Closed,currency 1,-716,0,-351.0,-648.0,0.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-342,,135000.0,135000.0,9729.0,135000.0,0.6666666666666666,0.0,0.0,0.0,9.250693802035153,0.0,0.0,0.0,365.0,68.0,-297.0,374,9.0,306.0,90000.0,0.0,inf,,0.0,inf
129056,5631564,Active,currency 1,-1777,0,-1412.0,,15701.805,0,87525.0,0.0,0.0,0.0,Consumer credit,-7,,135000.0,135000.0,9729.0,135000.0,0.6483333333333333,0.0,0.0,0.0,8.996299722479186,0.0,0.0,0.0,365.0,,,1770,1405.0,,87525.0,0.0,inf,,0.0,inf
130181,6243973,Closed,currency 1,-647,0,-520.0,-520.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-516,6561.0,157500.0,746280.0,58963.5,675000.0,2.0,0.0,0.0,0.0,5.342288025642983,0.0,0.0,0.0,127.0,127.0,0.0,131,4.0,4.0,315000.0,0.0,inf,,0.0,inf
132748,5617327,Active,currency 1,-613,0,6692.0,,,0,3821175.0,1888690.5,0.0,0.0,Mortgage,-20,,225000.0,419679.0,20542.5,346500.0,16.983,8.39418,0.0,0.0,186.01314348302301,91.94063526834611,0.0,0.0,7305.0,,,593,-6712.0,,1932484.5,0.4942695636813284,inf,inf,1888690.5,2.023187494192405
133484,6285398,Closed,currency 1,-363,0,733.0,-20.0,,0,549000.0,0.0,0.0,0.0,Consumer credit,-16,,157500.0,646920.0,19044.0,540000.0,3.4857142857142858,0.0,0.0,0.0,28.82797731568998,0.0,0.0,0.0,1096.0,343.0,-753.0,347,-749.0,4.0,549000.0,0.0,inf,,0.0,inf
134595,5450387,Active,currency 1,-264,0,832.0,,,0,477000.0,399348.0,0.0,0.0,Consumer credit,-11,,360000.0,854352.0,27688.5,612000.0,1.325,1.1093,0.0,0.0,17.22736876320494,14.422883146432634,0.0,0.0,1096.0,,,253,-843.0,,77652.0,0.8372075471698113,inf,inf,399348.0,1.1944469485260976
134595,5450386,Active,currency 1,-534,0,198.0,,,0,145291.5,45355.5,0.0,0.0,Consumer credit,-13,,360000.0,854352.0,27688.5,612000.0,0.4035875,0.1259875,0.0,0.0,5.247359011864131,1.6380627336258735,0.0,0.0,732.0,,,521,-211.0,,99936.0,0.3121689844209744,inf,inf,45355.5,3.203393193769223
134595,5450388,Sold,currency 1,-834,0,-469.0,,,0,126000.0,,,0.0,Consumer credit,-762,,360000.0,854352.0,27688.5,612000.0,0.35,,,0.0,4.550625711035267,,,0.0,365.0,,,72,-293.0,,,,,,,
134595,5450385,Closed,currency 1,-1182,0,-816.0,-816.0,,0,93109.5,0.0,0.0,0.0,Consumer credit,-816,,360000.0,854352.0,27688.5,612000.0,0.2586375,0.0,0.0,0.0,3.36274987810824,0.0,0.0,0.0,366.0,366.0,0.0,366,0.0,0.0,93109.5,0.0,inf,,0.0,inf
140860,6450894,Closed,currency 1,-865,0,-560.0,-559.0,0.0,0,100030.5,0.0,0.0,0.0,Consumer credit,-554,0.0,157500.0,1113840.0,47322.0,900000.0,0.6351142857142857,0.0,0.0,0.0,2.1138265500190188,0.0,0.0,0.0,305.0,306.0,1.0,311,6.0,5.0,100030.5,0.0,inf,,0.0,inf
140860,6450893,Closed,currency 1,-1557,0,-1193.0,-1078.0,,0,95908.5,,,0.0,Consumer credit,-1075,0.0,157500.0,1113840.0,47322.0,900000.0,0.6089428571428571,,,0.0,2.026721186763028,,,0.0,364.0,479.0,115.0,482,118.0,3.0,,,,,,
144864,6673752,Active,currency 1,-1042,0,9827.0,,0.0,0,182250.0,,,0.0,Credit card,-1042,,94500.0,1024290.0,36418.5,855000.0,1.9285714285714286,,,0.0,5.004324725071049,,,0.0,10869.0,,,0,-10869.0,,,,,,,
144864,6673751,Closed,currency 1,-1377,0,-1040.0,-1069.0,,0,101962.8,0.0,,0.0,Consumer credit,-715,,94500.0,1024290.0,36418.5,855000.0,1.0789714285714287,0.0,,0.0,2.799752872853083,0.0,,0.0,337.0,308.0,-29.0,662,325.0,354.0,101962.8,0.0,,,,
155216,6702384,Closed,currency 1,-1194,0,-455.0,-455.0,0.0,0,227407.5,,,0.0,Consumer credit,-453,,90000.0,454500.0,14791.5,454500.0,2.52675,,,0.0,15.374201399452389,,,0.0,739.0,739.0,0.0,741,2.0,2.0,,,,,,
165759,5863221,Closed,currency 1,-2776,0,-2447.0,-2447.0,,0,49005.0,0.0,0.0,0.0,Consumer credit,-2432,0.0,184500.0,675000.0,29862.0,675000.0,0.265609756097561,0.0,0.0,0.0,1.6410488245931283,0.0,0.0,0.0,329.0,329.0,0.0,344,15.0,15.0,49005.0,0.0,inf,,0.0,inf
165960,6833586,Active,currency 1,-25,0,159.0,,0.0,0,27542.25,27542.25,0.0,0.0,Consumer credit,-24,,292500.0,180000.0,9000.0,180000.0,0.09416153846153846,0.09416153846153846,0.0,0.0,3.06025,3.06025,0.0,0.0,184.0,,,1,-183.0,,0.0,1.0,,inf,27542.25,1.0
165960,6833587,Active,currency 1,-303,0,64.0,,0.0,0,471926.925,130882.5,0.0,0.0,Consumer credit,-30,,292500.0,180000.0,9000.0,180000.0,1.6134253846153845,0.44746153846153847,0.0,0.0,52.436325,14.5425,0.0,0.0,367.0,,,273,-94.0,,341044.425,0.2773363693965967,inf,inf,130882.5,3.6057297576070138
165960,6833588,Active,currency 1,-649,0,3795.0,,0.0,0,4320000.0,0.0,0.0,0.0,Mortgage,-31,,292500.0,180000.0,9000.0,180000.0,14.76923076923077,0.0,0.0,0.0,480.0,0.0,0.0,0.0,4444.0,,,618,-3826.0,,4320000.0,0.0,inf,,0.0,inf
165960,6833584,Closed,currency 1,-1104,0,-920.0,-1010.0,,0,36308.565,0.0,,0.0,Consumer credit,-828,,292500.0,180000.0,9000.0,180000.0,0.12413184615384616,0.0,,0.0,4.034285000000001,0.0,,0.0,184.0,94.0,-90.0,276,92.0,182.0,36308.565,0.0,,,,
165960,6833585,Closed,currency 1,-1473,0,-1287.0,-1412.0,,0,83835.0,0.0,0.0,0.0,Consumer credit,-1412,,292500.0,180000.0,9000.0,180000.0,0.2866153846153846,0.0,0.0,0.0,9.315,0.0,0.0,0.0,186.0,61.0,-125.0,61,-125.0,0.0,83835.0,0.0,inf,,0.0,inf
180247,6592595,Active,currency 1,-374,0,-13.0,,,0,450000.0,463095.0,0.0,0.0,Credit card,-4,,270000.0,1093500.0,36270.0,1093500.0,1.6666666666666667,1.7151666666666667,0.0,0.0,12.40694789081886,12.767990074441688,0.0,0.0,361.0,,,370,9.0,,-13095.0,1.0291,-inf,inf,463095.0,0.9717228646390049
180247,6592597,Active,currency 1,-531,0,1295.0,,,0,2025000.0,1492227.0,,0.0,Car loan,-20,,270000.0,1093500.0,36270.0,1093500.0,7.5,5.526766666666667,,0.0,55.831265508684865,41.14218362282878,,0.0,1826.0,,,511,-1315.0,,532773.0,0.7369022222222222,,,,
180247,6592590,Closed,currency 1,-641,0,-427.0,-455.0,,0,73352.88,0.0,,0.0,Consumer credit,-448,,270000.0,1093500.0,36270.0,1093500.0,0.2716773333333333,0.0,,0.0,2.0224119106699754,0.0,,0.0,214.0,186.0,-28.0,193,-21.0,7.0,73352.88,0.0,,,,
180247,6592600,Active,currency 1,-728,0,2.0,,0.0,0,167587.2,7123.5,0.0,0.0,Consumer credit,-22,,270000.0,1093500.0,36270.0,1093500.0,0.6206933333333334,0.026383333333333335,0.0,0.0,4.620545905707196,0.19640198511166254,0.0,0.0,730.0,,,706,-24.0,,160463.7,0.042506229592713524,inf,inf,7123.5,23.525963360707518
180247,6592591,Closed,currency 1,-733,0,-475.0,-494.0,,0,0.0,0.0,0.0,0.0,Credit card,-44,,270000.0,1093500.0,36270.0,1093500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,239.0,-19.0,689,431.0,450.0,0.0,,,,0.0,
180247,6592592,Closed,currency 1,-780,0,-52.0,-52.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-23,,270000.0,1093500.0,36270.0,1093500.0,1.6666666666666667,0.0,0.0,0.0,12.40694789081886,0.0,0.0,0.0,728.0,728.0,0.0,757,29.0,29.0,450000.0,0.0,inf,,0.0,inf
180247,6592598,Active,currency 1,-1013,0,,,,0,198000.0,116887.5,,0.0,Consumer credit,-8,,270000.0,1093500.0,36270.0,1093500.0,0.7333333333333333,0.43291666666666667,,0.0,5.459057071960298,3.2227047146401984,,0.0,,,,1005,,,81112.5,0.5903409090909091,,,,
180247,6592593,Active,currency 1,-1356,0,-28.0,,,0,0.0,0.0,0.0,0.0,Credit card,-26,,270000.0,1093500.0,36270.0,1093500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,,,1330,2.0,,0.0,,,,0.0,
180247,6592599,Closed,currency 1,-1558,0,-858.0,-858.0,4623.615,0,113359.5,0.0,0.0,0.0,Consumer credit,-729,,270000.0,1093500.0,36270.0,1093500.0,0.41985,0.0,0.0,0.0,3.1254342431761786,0.0,0.0,0.0,700.0,700.0,0.0,829,129.0,129.0,113359.5,0.0,inf,,0.0,inf
180247,6592589,Closed,currency 1,-2224,0,-2012.0,-2040.0,,0,89665.38,0.0,,0.0,Consumer credit,-720,,270000.0,1093500.0,36270.0,1093500.0,0.332094,0.0,,0.0,2.4721637717121587,0.0,,0.0,212.0,184.0,-28.0,1504,1292.0,1320.0,89665.38,0.0,,,,
180247,6592596,Closed,currency 1,-2483,0,,-1397.0,,0,1208547.0,0.0,,0.0,Car loan,-851,,270000.0,1093500.0,36270.0,1093500.0,4.4761,0.0,,0.0,33.320843672456576,0.0,,0.0,,1086.0,,1632,,546.0,1208547.0,0.0,,,,
180247,6592594,Active,currency 1,-2483,0,31069.0,,,0,115200.0,93496.5,0.0,0.0,Credit card,-729,,270000.0,1093500.0,36270.0,1093500.0,0.4266666666666667,0.34628333333333333,0.0,0.0,3.176178660049628,2.5777915632754342,0.0,0.0,33552.0,,,1754,-31798.0,,21703.5,0.8116015625,inf,inf,93496.5,1.2321316840737353
180765,6154000,Closed,currency 1,-1330,0,-1066.0,-1066.0,,0,270000.0,0.0,,0.0,Consumer credit,-1066,,270000.0,728460.0,57685.5,675000.0,1.0,0.0,,0.0,4.68055230517201,0.0,,0.0,264.0,264.0,0.0,264,0.0,0.0,270000.0,0.0,,,,
180765,6154001,Active,currency 1,-1335,0,-276.0,,,0,0.0,0.0,,0.0,Credit card,-15,,270000.0,728460.0,57685.5,675000.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1059.0,,,1320,261.0,,0.0,,,,,
180765,6154002,Active,currency 1,-1337,0,,,,0,670500.0,658354.5,,0.0,Credit card,-13,,270000.0,728460.0,57685.5,675000.0,2.4833333333333334,2.43835,,0.0,11.623371557843825,11.412824713316171,,0.0,,,,1324,,,12145.5,0.9818859060402685,,,,
180765,6153998,Active,currency 1,-1436,0,30996.0,,,0,199800.0,0.0,199800.0,0.0,Credit card,-258,,270000.0,728460.0,57685.5,675000.0,0.74,0.0,0.74,0.0,3.4636087058272875,0.0,3.4636087058272875,0.0,32432.0,,,1178,-31254.0,,199800.0,0.0,1.0,0.0,199800.0,1.0
180765,6154003,Closed,currency 1,-1436,0,-1004.0,-1004.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-1004,0.0,270000.0,728460.0,57685.5,675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,432.0,0.0,432,0.0,0.0,0.0,,,,0.0,
180765,6153999,Closed,currency 1,-1778,0,-1499.0,-1497.0,,0,143505.0,0.0,,0.0,Consumer credit,-493,,270000.0,728460.0,57685.5,675000.0,0.5315,0.0,,0.0,2.4877135501989236,0.0,,0.0,279.0,281.0,2.0,1285,1006.0,1004.0,143505.0,0.0,,,,
185315,5346964,Closed,currency 1,-409,0,-105.0,-105.0,0.0,0,35190.0,0.0,0.0,0.0,Consumer credit,-105,,89100.0,314100.0,13833.0,225000.0,0.39494949494949494,0.0,0.0,0.0,2.5439167208848406,0.0,0.0,0.0,304.0,304.0,0.0,304,0.0,0.0,35190.0,0.0,inf,,0.0,inf
185315,5346962,Closed,currency 1,-1246,0,-940.0,-935.0,,0,86850.0,0.0,0.0,0.0,Consumer credit,-935,,89100.0,314100.0,13833.0,225000.0,0.9747474747474747,0.0,0.0,0.0,6.278464541314248,0.0,0.0,0.0,306.0,311.0,5.0,311,5.0,0.0,86850.0,0.0,inf,,0.0,inf
185315,5346961,Active,currency 1,-2497,0,-1382.0,-2390.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-641,,89100.0,314100.0,13833.0,225000.0,0.5050505050505051,0.0,0.0,0.0,3.2530904359141184,0.0,0.0,0.0,1115.0,107.0,-1008.0,1856,741.0,1749.0,45000.0,0.0,inf,,0.0,inf
185315,5346960,Closed,currency 1,-2680,0,-2283.0,-2342.0,900.0,0,50399.28,0.0,0.0,0.0,Consumer credit,-2342,,89100.0,314100.0,13833.0,225000.0,0.5656484848484848,0.0,0.0,0.0,3.643409238776838,0.0,0.0,0.0,397.0,338.0,-59.0,338,-59.0,0.0,50399.28,0.0,inf,,0.0,inf
190700,6397937,Closed,currency 1,-1358,0,-630.0,-599.0,,0,337500.0,0.0,0.0,0.0,Credit card,-576,63130.5,193500.0,225000.0,17905.5,225000.0,1.744186046511628,0.0,0.0,0.0,18.848957024377984,0.0,0.0,0.0,728.0,759.0,31.0,782,54.0,23.0,337500.0,0.0,inf,,0.0,inf
190700,6397938,Active,currency 1,-1379,0,1178.0,,,0,3089245.5,1885527.0,0.0,0.0,Consumer credit,-2,63130.5,193500.0,225000.0,17905.5,225000.0,15.965093023255815,9.74432558139535,0.0,0.0,172.5305353103795,105.30434782608695,0.0,0.0,2557.0,,,1377,-1180.0,,1203718.5,0.6103519451594248,inf,inf,1885527.0,1.638398972807072
196434,5849737,Closed,currency 1,-1420,0,,-961.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-404,,90000.0,509922.0,26032.5,472500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,459.0,,1016,,557.0,0.0,,,,0.0,
196434,5849736,Closed,currency 1,-1544,0,282.0,-559.0,,0,489960.0,,,0.0,Consumer credit,-559,,90000.0,509922.0,26032.5,472500.0,5.444,,,0.0,18.821089023336214,,,0.0,1826.0,985.0,-841.0,985,-841.0,0.0,,,,,,
199045,5584019,Active,currency 1,-205,0,890.0,,0.0,0,954405.0,815211.135,0.0,0.0,Consumer credit,-40,,157500.0,180000.0,9000.0,180000.0,6.059714285714286,5.175943714285714,0.0,0.0,106.045,90.579015,0.0,0.0,1095.0,,,165,-930.0,,139193.865,0.854156395869678,inf,inf,815211.135,1.1707457847714506
199045,5584018,Closed,currency 1,-1566,0,-470.0,-470.0,0.0,0,603000.0,0.0,0.0,0.0,Consumer credit,-465,,157500.0,180000.0,9000.0,180000.0,3.8285714285714287,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1096.0,1096.0,0.0,1101,5.0,5.0,603000.0,0.0,inf,,0.0,inf
199045,5584017,Closed,currency 1,-1860,0,-1566.0,-1566.0,0.0,0,204750.0,0.0,0.0,0.0,Consumer credit,-1566,,157500.0,180000.0,9000.0,180000.0,1.3,0.0,0.0,0.0,22.75,0.0,0.0,0.0,294.0,294.0,0.0,294,0.0,0.0,204750.0,0.0,inf,,0.0,inf
