user_id,SK_ID_CURR,TARGET,is_train
198,364591,0.0,1
199,254432,0.0,1
199,105816,,0
200,243582,0.0,1
200,105851,0.0,1
201,346825,0.0,1
201,420192,0.0,1
201,105965,,0
202,105986,0.0,1
202,262609,0.0,1
203,143499,0.0,1
203,106016,0.0,1
204,106021,0.0,1
204,387378,,0
205,202851,0.0,1
205,106040,,0
206,175486,0.0,1
206,106064,0.0,1
207,106071,0.0,1
207,196203,0.0,1
208,106157,0.0,1
208,305832,0.0,1
209,106224,0.0,1
209,193663,,0
210,106252,0.0,1
210,159128,0.0,1
211,359814,0.0,1
211,106271,,0
212,279531,0.0,1
212,106320,,0
213,286167,0.0,1
213,106329,0.0,1
214,106361,0.0,1
214,281044,0.0,1
215,359575,0.0,1
215,106377,,0
216,106382,0.0,1
216,240703,0.0,1
217,106468,0.0,1
217,392717,,0
218,173534,1.0,1
218,106530,1.0,1
219,106583,0.0,1
219,326987,,0
220,437889,0.0,1
220,106616,0.0,1
221,106686,0.0,1
221,278730,,0
222,366757,0.0,1
222,106715,0.0,1
223,254924,0.0,1
223,106813,,0
224,106816,0.0,1
224,219745,0.0,1
225,428996,0.0,1
225,106823,,0
226,106833,0.0,1
226,115032,0.0,1
227,106836,0.0,1
227,184320,0.0,1
228,106848,0.0,1
228,140698,0.0,1
229,106897,0.0,1
229,455333,0.0,1
230,283071,0.0,1
230,106899,0.0,1
231,219529,0.0,1
231,106938,,0
232,106959,0.0,1
232,187594,0.0,1
233,130550,0.0,1
233,106972,0.0,1
234,107003,0.0,1
234,114071,0.0,1
235,107008,1.0,1
235,325474,1.0,1
236,107055,1.0,1
236,359620,0.0,1
236,358955,,0
237,246698,0.0,1
237,107067,0.0,1
238,327477,0.0,1
238,107079,0.0,1
239,107116,0.0,1
239,203123,,0
240,107153,0.0,1
240,419583,0.0,1
241,107173,0.0,1
241,377058,0.0,1
242,107176,0.0,1
242,110652,,0
243,107177,0.0,1
243,265365,0.0,1
244,134286,0.0,1
244,107181,0.0,1
245,107202,0.0,1
245,416676,,0
246,206946,0.0,1
246,107205,0.0,1
247,107210,0.0,1
247,170833,0.0,1
248,428039,0.0,1
248,107213,0.0,1
249,107215,0.0,1
249,281748,1.0,1
250,334436,0.0,1
250,107251,1.0,1
251,107266,0.0,1
251,241813,,0
252,438947,0.0,1
252,107350,,0
253,107382,0.0,1
253,263060,0.0,1
254,107454,0.0,1
254,202348,0.0,1
255,376965,0.0,1
255,107460,,0
256,107474,0.0,1
256,381738,0.0,1
257,107484,0.0,1
257,436703,0.0,1
258,107496,0.0,1
258,333411,,0
259,107501,0.0,1
259,254089,0.0,1
259,455726,1.0,1
260,400865,0.0,1
260,107520,,0
261,204604,1.0,1
261,107575,0.0,1
262,107672,0.0,1
262,370385,0.0,1
263,107714,0.0,1
263,230183,1.0,1
264,352660,0.0,1
264,107727,,0
265,107745,0.0,1
265,208039,0.0,1
266,107956,0.0,1
266,378642,0.0,1
267,107975,0.0,1
267,328431,0.0,1
268,177239,1.0,1
268,108045,,0
269,182793,0.0,1
269,108090,0.0,1
270,108094,1.0,1
270,445981,1.0,1
271,108096,0.0,1
271,417036,0.0,1
272,295681,0.0,1
272,108112,,0
273,108143,0.0,1
273,236067,0.0,1
273,300217,,0
274,108175,0.0,1
274,318075,,0
275,108194,0.0,1
275,135540,,0
276,393306,0.0,1
276,108219,,0
277,108279,0.0,1
277,301214,1.0,1
278,108290,0.0,1
278,138825,0.0,1
279,160560,0.0,1
279,108302,0.0,1
280,186977,0.0,1
280,108308,0.0,1
281,108312,0.0,1
281,311466,0.0,1
282,108344,0.0,1
282,293128,,0
283,108458,0.0,1
283,304225,0.0,1
284,108460,0.0,1
284,188361,1.0,1
285,445634,0.0,1
285,108493,,0
286,179592,0.0,1
286,108495,0.0,1
287,374319,0.0,1
287,108496,0.0,1
288,108499,0.0,1
288,166902,,0
289,442509,0.0,1
289,108504,1.0,1
290,321426,0.0,1
290,108562,,0
291,108589,0.0,1
291,160034,0.0,1
292,108634,0.0,1
292,199187,0.0,1
293,108683,0.0,1
293,360400,,0
294,108689,0.0,1
294,130842,0.0,1
295,327454,0.0,1
295,108718,,0
296,108730,0.0,1
296,264471,0.0,1
297,108733,1.0,1
297,189903,1.0,1
298,126084,0.0,1
298,108754,0.0,1
299,211755,0.0,1
299,108818,0.0,1
300,108829,0.0,1
300,190218,0.0,1
301,205799,0.0,1
301,108834,,0
302,108879,0.0,1
302,456049,0.0,1
303,364335,0.0,1
303,108929,,0
304,108970,0.0,1
304,264506,0.0,1
305,109018,0.0,1
305,193687,0.0,1
306,271683,0.0,1
306,109020,0.0,1
307,206355,0.0,1
307,109021,,0
308,109081,0.0,1
308,170412,0.0,1
309,109098,0.0,1
309,376534,,0
310,109157,1.0,1
310,152718,1.0,1
311,109182,0.0,1
311,266612,0.0,1
312,337725,0.0,1
312,109192,,0
313,264123,0.0,1
313,109291,0.0,1
314,352756,0.0,1
314,109301,0.0,1
315,441456,0.0,1
315,109314,0.0,1
316,422619,0.0,1
316,109345,0.0,1
317,237056,0.0,1
317,109358,0.0,1
318,420064,0.0,1
318,109377,0.0,1
319,315745,0.0,1
319,109435,0.0,1
320,144984,0.0,1
320,109438,0.0,1
321,109444,0.0,1
321,448284,,0
322,307031,0.0,1
322,109468,,0
323,109473,0.0,1
323,421333,0.0,1
324,109497,0.0,1
324,317150,,0
325,138148,0.0,1
325,109574,0.0,1
326,109618,0.0,1
326,333007,,0
327,109669,0.0,1
327,454557,,0
328,109697,0.0,1
328,110778,0.0,1
329,109702,0.0,1
329,298363,,0
330,308567,0.0,1
330,109748,0.0,1
331,381155,0.0,1
331,109772,,0
332,109822,0.0,1
332,121130,,0
333,109825,0.0,1
333,211011,0.0,1
334,109846,0.0,1
334,220814,0.0,1
335,109862,0.0,1
335,141583,0.0,1
336,109866,0.0,1
336,272896,0.0,1
337,233066,0.0,1
337,109875,0.0,1
338,109931,0.0,1
338,313109,,0
339,109961,0.0,1
339,403962,,0
340,110049,0.0,1
340,194980,,0
341,258160,0.0,1
341,110076,0.0,1
342,124078,0.0,1
342,110098,,0
343,314631,0.0,1
343,110136,,0
344,245230,0.0,1
344,110152,0.0,1
345,110170,0.0,1
345,155671,0.0,1
346,110285,0.0,1
346,264773,,0
347,436756,0.0,1
347,110288,0.0,1
348,110290,0.0,1
348,164888,,0
349,408674,0.0,1
349,110324,,0
350,150469,0.0,1
350,110343,,0
351,184882,0.0,1
351,110387,0.0,1
352,110423,0.0,1
352,154803,0.0,1
353,110474,0.0,1
353,346723,,0
354,110477,0.0,1
354,405552,,0
355,110502,0.0,1
355,274161,0.0,1
356,381902,0.0,1
356,110544,0.0,1
357,363182,0.0,1
357,110566,0.0,1
358,110573,0.0,1
358,436531,,0
359,110599,0.0,1
359,183085,0.0,1
360,453153,0.0,1
360,110613,0.0,1
361,110620,0.0,1
361,288560,0.0,1
362,173934,0.0,1
362,110735,0.0,1
363,312308,0.0,1
363,110776,0.0,1
364,374493,0.0,1
364,110807,0.0,1
365,168745,0.0,1
365,110839,,0
366,298208,0.0,1
366,110863,,0
367,110885,0.0,1
367,337191,,0
368,367407,0.0,1
368,110907,,0
369,110928,0.0,1
369,172922,,0
370,111047,0.0,1
370,317515,,0
371,111051,0.0,1
371,358089,1.0,1
372,214732,0.0,1
372,111063,0.0,1
373,111187,0.0,1
373,391416,0.0,1
374,111201,0.0,1
374,318514,0.0,1
375,111254,0.0,1
375,173771,0.0,1
376,278090,0.0,1
376,111277,,0
377,215588,0.0,1
377,111279,,0
378,195314,0.0,1
378,111294,,0
379,111296,0.0,1
379,288086,0.0,1
380,240957,0.0,1
380,111318,,0
381,111324,0.0,1
381,387579,0.0,1
382,111326,0.0,1
382,126566,0.0,1
383,119212,0.0,1
383,111338,,0
384,424819,0.0,1
384,111354,0.0,1
385,111411,0.0,1
385,159138,0.0,1
386,225588,0.0,1
386,111512,,0
387,189112,0.0,1
387,111519,0.0,1
388,111558,0.0,1
388,454165,,0
389,111667,0.0,1
389,324072,0.0,1
390,111672,0.0,1
390,125038,0.0,1
391,111676,0.0,1
391,365779,0.0,1
392,111697,0.0,1
392,242812,0.0,1
393,250077,0.0,1
393,111700,0.0,1
394,455853,0.0,1
394,111712,,0
395,124872,0.0,1
395,111763,,0
396,315647,0.0,1
396,111781,,0
397,111854,0.0,1
397,203821,,0
398,111887,0.0,1
398,267658,0.0,1
399,387797,0.0,1
399,111893,,0
400,392032,0.0,1
400,111901,,0
401,111978,0.0,1
401,435557,0.0,1
402,111988,0.0,1
402,337995,,0
403,112013,0.0,1
403,449800,0.0,1
404,305679,0.0,1
404,112030,0.0,1
405,381362,0.0,1
405,112124,,0
406,357544,0.0,1
406,112135,1.0,1
407,112193,0.0,1
407,252888,,0
408,113515,0.0,1
408,112203,,0
409,198520,0.0,1
409,112214,,0
410,119794,0.0,1
410,112216,,0
411,258908,0.0,1
411,112251,0.0,1
412,410815,0.0,1
412,112277,0.0,1
413,112381,0.0,1
413,295294,0.0,1
414,112422,0.0,1
414,250651,0.0,1
415,296363,0.0,1
415,112448,,0
416,191956,0.0,1
416,112498,0.0,1
417,112531,0.0,1
417,144778,0.0,1
418,322382,0.0,1
418,112535,,0
419,112538,0.0,1
419,265862,,0
420,112540,1.0,1
420,335517,0.0,1
421,112541,0.0,1
421,253826,,0
422,112544,0.0,1
422,388229,0.0,1
423,112591,0.0,1
423,348561,1.0,1
424,398084,0.0,1
424,112611,0.0,1
425,318171,0.0,1
425,112643,0.0,1
426,112662,0.0,1
426,182868,0.0,1
427,112701,0.0,1
427,245141,0.0,1
428,374733,0.0,1
428,112808,0.0,1
429,378299,0.0,1
429,112846,,0
430,377559,0.0,1
430,112882,,0
431,279600,0.0,1
431,112885,0.0,1
432,173808,0.0,1
432,112900,1.0,1
433,112938,0.0,1
433,281032,0.0,1
434,112976,0.0,1
434,173166,0.0,1
435,318754,0.0,1
435,113008,0.0,1
436,399846,0.0,1
436,113031,0.0,1
437,113034,0.0,1
437,413065,,0
438,113078,0.0,1
438,337914,,0
439,113101,0.0,1
439,225211,0.0,1
440,113147,0.0,1
440,385450,0.0,1
441,257756,0.0,1
441,113151,,0
442,306236,0.0,1
442,113172,0.0,1
443,276765,0.0,1
443,113188,,0
444,355211,0.0,1
444,113248,,0
445,113271,0.0,1
445,194967,0.0,1
446,113274,0.0,1
446,149571,0.0,1
447,113281,0.0,1
447,143195,,0
448,113378,0.0,1
448,206263,0.0,1
449,434738,0.0,1
449,113390,,0
450,113507,0.0,1
450,367497,0.0,1
451,226568,0.0,1
451,113520,,0
452,113551,0.0,1
452,454274,0.0,1
453,113597,0.0,1
453,290906,0.0,1
454,151725,0.0,1
454,113693,0.0,1
455,294104,0.0,1
455,113723,0.0,1
456,360616,0.0,1
456,113738,,0
457,113747,0.0,1
457,233391,0.0,1
458,383741,0.0,1
458,113758,0.0,1
459,113778,0.0,1
459,325050,0.0,1
460,231988,0.0,1
460,113789,,0
461,113838,0.0,1
461,426891,,0
462,113848,0.0,1
462,207753,0.0,1
463,114008,0.0,1
463,211863,,0
464,202193,0.0,1
464,114045,0.0,1
465,197801,0.0,1
465,114102,0.0,1
466,114130,0.0,1
466,315145,,0
467,114133,0.0,1
467,334635,,0
468,448093,0.0,1
468,114138,0.0,1
469,114144,0.0,1
469,242282,0.0,1
470,325952,0.0,1
470,114178,0.0,1
471,226929,0.0,1
471,114207,,0
472,114223,0.0,1
472,277516,,0
473,114257,0.0,1
473,374723,0.0,1
474,295632,0.0,1
474,114292,0.0,1
475,201780,0.0,1
475,114326,,0
476,313431,0.0,1
476,114327,,0
477,160992,0.0,1
477,114333,0.0,1
478,283249,0.0,1
478,114339,,0
479,114344,0.0,1
479,444433,0.0,1
480,296366,0.0,1
480,114365,1.0,1
481,114436,0.0,1
481,190222,0.0,1
482,114447,0.0,1
482,339443,,0
483,114465,0.0,1
483,272779,,0
484,114473,0.0,1
484,125750,0.0,1
485,273877,0.0,1
485,114498,0.0,1
486,427391,0.0,1
486,120589,0.0,1
486,114501,,0
487,114529,0.0,1
487,271628,0.0,1
488,249614,0.0,1
488,114541,0.0,1
489,114554,0.0,1
489,433719,0.0,1
490,114587,0.0,1
490,290744,0.0,1
491,181850,0.0,1
491,114607,,0
492,114633,0.0,1
492,136941,0.0,1
493,114649,0.0,1
493,238897,0.0,1
494,174356,0.0,1
494,114656,0.0,1
495,141103,0.0,1
495,114711,1.0,1
496,114718,0.0,1
496,336309,,0
497,114728,0.0,1
497,372134,,0
498,316398,0.0,1
498,114739,0.0,1
499,114804,0.0,1
499,154822,0.0,1
500,299146,0.0,1
500,114835,,0
501,167272,0.0,1
501,114840,,0
502,114897,1.0,1
502,170399,1.0,1
503,114938,0.0,1
503,423123,0.0,1
504,213050,0.0,1
504,114958,,0
505,114994,0.0,1
505,283928,0.0,1
506,115000,0.0,1
506,438041,0.0,1
507,115017,0.0,1
507,254829,,0
508,179545,0.0,1
508,115046,,0
509,115102,0.0,1
509,139787,0.0,1
510,115132,0.0,1
510,315692,1.0,1
511,115163,0.0,1
511,214928,0.0,1
512,115166,0.0,1
512,444875,0.0,1
513,115254,0.0,1
513,370478,0.0,1
514,415966,0.0,1
514,115290,,0
515,115306,0.0,1
515,383447,,0
516,115347,0.0,1
516,235113,0.0,1
517,115386,0.0,1
517,305434,0.0,1
518,141837,0.0,1
518,115396,,0
519,115465,0.0,1
519,122072,0.0,1
520,418109,0.0,1
520,115504,0.0,1
521,115548,0.0,1
521,292738,0.0,1
522,115609,0.0,1
522,134014,0.0,1
523,115647,0.0,1
523,152229,0.0,1
524,115650,0.0,1
524,165909,1.0,1
525,115685,0.0,1
525,403338,0.0,1
526,115698,0.0,1
526,371481,0.0,1
527,115703,0.0,1
527,209305,,0
528,329206,0.0,1
528,115705,,0
529,142334,0.0,1
529,115712,0.0,1
530,115734,0.0,1
530,123733,0.0,1
531,407900,0.0,1
531,115773,,0
532,115786,0.0,1
532,453679,0.0,1
533,115880,0.0,1
533,400555,0.0,1
534,115907,0.0,1
534,300208,0.0,1
535,115944,0.0,1
535,436664,0.0,1
536,115991,0.0,1
536,161919,0.0,1
537,138512,0.0,1
537,116006,,0
538,192726,0.0,1
538,116052,,0
539,272273,0.0,1
539,116077,,0
540,116137,0.0,1
540,133954,0.0,1
541,130862,0.0,1
541,116190,0.0,1
542,438298,0.0,1
542,116257,1.0,1
543,116263,0.0,1
543,179644,,0
544,116272,0.0,1
544,394502,,0
545,116307,0.0,1
545,169929,0.0,1
546,116341,0.0,1
546,338784,,0
547,118063,0.0,1
547,116452,0.0,1
548,116495,0.0,1
548,299579,0.0,1
549,186020,1.0,1
549,116509,1.0,1
550,217046,0.0,1
550,116525,,0
551,116529,0.0,1
551,372850,,0
552,406299,0.0,1
552,116683,,0
553,116698,0.0,1
553,208115,0.0,1
554,116704,0.0,1
554,277223,0.0,1
555,116734,0.0,1
555,313618,0.0,1
556,316925,0.0,1
556,116743,0.0,1
557,319771,0.0,1
557,116815,,0
558,116827,0.0,1
558,157036,0.0,1
559,116835,0.0,1
559,170131,0.0,1
560,116844,0.0,1
560,151963,,0
561,274067,0.0,1
561,116848,0.0,1
562,153653,0.0,1
562,116849,0.0,1
563,239186,0.0,1
563,116880,,0
564,123782,0.0,1
564,116929,0.0,1
565,201618,0.0,1
565,116977,0.0,1
566,117028,0.0,1
566,281725,0.0,1
567,117055,0.0,1
567,224560,0.0,1
568,117068,0.0,1
568,154229,0.0,1
569,230759,0.0,1
569,117110,0.0,1
570,383470,0.0,1
570,117112,,0
571,199201,0.0,1
571,117138,,0
572,426149,0.0,1
572,117157,,0
573,117166,0.0,1
573,438144,0.0,1
574,128050,0.0,1
574,117227,0.0,1
575,193588,1.0,1
575,117249,,0
576,117278,0.0,1
576,145311,1.0,1
577,388444,0.0,1
577,117287,,0
578,117312,0.0,1
578,258220,,0
579,117351,0.0,1
579,142069,0.0,1
580,117353,0.0,1
580,143700,0.0,1
580,380701,0.0,1
581,117364,0.0,1
581,272561,0.0,1
582,117458,0.0,1
582,181614,0.0,1
583,300273,0.0,1
583,117471,0.0,1
584,350815,1.0,1
584,117504,1.0,1
585,259997,0.0,1
585,117524,,0
586,117529,0.0,1
586,293560,,0
587,162346,0.0,1
587,117539,0.0,1
588,380084,0.0,1
588,117547,,0
589,117611,0.0,1
589,132133,0.0,1
590,292148,0.0,1
590,117616,,0
591,117648,0.0,1
591,151112,0.0,1
592,335147,1.0,1
592,117671,1.0,1
593,210816,0.0,1
593,117676,,0
594,137497,0.0,1
594,117741,,0
595,117749,0.0,1
595,346731,0.0,1
596,350670,0.0,1
596,117759,0.0,1
597,117787,0.0,1
597,192192,0.0,1
598,266168,0.0,1
598,117795,0.0,1
599,117820,0.0,1
599,166190,0.0,1
600,117832,0.0,1
600,401639,0.0,1
601,368711,0.0,1
601,117859,0.0,1
602,117871,0.0,1
602,222572,,0
603,131535,0.0,1
603,117916,0.0,1
604,117922,0.0,1
604,408444,1.0,1
605,434512,0.0,1
605,117967,,0
606,117968,0.0,1
606,433596,,0
607,440599,0.0,1
607,117982,,0
608,118028,0.0,1
608,343485,0.0,1
609,118040,0.0,1
609,322334,,0
610,245061,0.0,1
610,118066,,0
611,118103,0.0,1
611,447640,0.0,1
612,227869,0.0,1
612,118124,0.0,1
613,118142,0.0,1
613,246624,,0
614,339514,0.0,1
614,336910,0.0,1
614,118154,0.0,1
615,118237,0.0,1
615,435648,0.0,1
616,129306,0.0,1
616,118321,,0
617,118329,0.0,1
617,321183,,0
618,346750,0.0,1
618,118378,,0
619,118434,1.0,1
619,124798,1.0,1
620,309470,0.0,1
620,118435,0.0,1
621,180552,0.0,1
621,118463,0.0,1
622,209244,0.0,1
622,386346,0.0,1
622,118491,,0
623,118504,0.0,1
623,316193,0.0,1
624,118577,0.0,1
624,387291,,0
625,118616,0.0,1
625,142358,0.0,1
626,118624,0.0,1
626,433918,0.0,1
627,139512,0.0,1
627,118673,0.0,1
628,118680,0.0,1
628,389426,,0
629,121789,0.0,1
629,118683,0.0,1
630,118691,0.0,1
630,260030,0.0,1
631,348567,0.0,1
631,118712,0.0,1
632,118727,0.0,1
632,314710,,0
633,269265,0.0,1
633,118807,0.0,1
634,307324,0.0,1
634,118871,,0
635,283722,0.0,1
635,118905,,0
636,118907,0.0,1
636,317955,,0
637,183562,0.0,1
637,118921,0.0,1
638,286228,0.0,1
638,118925,,0
639,201833,0.0,1
639,118960,,0
640,365361,1.0,1
640,119014,,0
641,293083,0.0,1
641,119045,0.0,1
642,119100,0.0,1
642,236387,0.0,1
643,119204,0.0,1
643,165819,0.0,1
644,119210,0.0,1
644,204941,,0
645,430618,0.0,1
645,119216,0.0,1
646,119248,0.0,1
646,166097,0.0,1
647,119254,0.0,1
647,386145,0.0,1
648,119264,1.0,1
648,394661,1.0,1
649,412212,0.0,1
649,119295,,0
650,164098,0.0,1
650,119325,0.0,1
651,293251,0.0,1
651,119367,0.0,1
652,224483,0.0,1
652,119376,,0
653,119397,0.0,1
653,352036,,0
654,119460,0.0,1
654,361607,0.0,1
655,407895,0.0,1
655,119500,,0
656,305236,0.0,1
656,119551,1.0,1
657,119584,0.0,1
657,165530,,0
658,343329,0.0,1
658,119633,0.0,1
659,401185,0.0,1
659,119639,0.0,1
660,367403,0.0,1
660,119680,0.0,1
661,266651,0.0,1
661,119740,0.0,1
662,119743,0.0,1
662,212710,,0
